Id,Label,timeset,module,cached,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
183,generateDebugAssets,,:designernews,false,1,1,2,1,1,2,8,0.1875,0.221577,0,0.003396,0.000329,14,0.000981,8,183,0.5,0.004062
184,compileDebugShaders,,:about,true,2,2,4,2,2,4,7,0.225962,0.276292,50,0.003427,0.007583,10,0.001816,8,184,0.25,0.008201
185,generateDebugAssets,,:about,false,1,1,2,1,1,2,8,0.1875,0.221577,0,0.003396,0.000329,10,0.000981,8,185,0.5,0.004062
186,preDebugBuild,,:app,true,29,4,33,29,4,33,7,0.241546,0.323048,1674.759163,0.041366,0.006913,16,0.020321,8,186,0.027462,0.451058
187,mergeDebugAssets,,:designernews,true,1,6,7,1,6,7,6,0.304813,0.388304,22.944444,0.004368,0.035375,14,0.000941,8,187,0.119048,0.00366
188,mergeDebugAssets,,:about,true,1,6,7,1,6,7,6,0.304813,0.388304,22.944444,0.004368,0.035375,10,0.000941,8,188,0.119048,0.00366
189,generateDebugFeatureMetadata,,:app,true,11,5,16,11,5,16,8,0.224199,0.313265,676.866667,0.052482,0.004287,14,0.002298,8,189,0.016667,0.116557
190,writeDebugModuleMetadata,,:app,false,4,1,5,4,1,5,8,0.197674,0.24155,14,0.018057,0.003971,10,0.001303,8,190,0,0.047947
191,mainApkListPersistenceDebug,,:app,true,3,1,4,3,1,4,8,0.197674,0.24155,0,0.004378,0.003971,16,0.001385,8,191,0.5,0.054539
192,mergeDebugShaders,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,0,0.000385,0.003971,16,0.001692,8,192,0.5,0.006756
193,checkDebugDuplicateClasses,,:designernews,true,1,2,3,1,2,3,6,0.269006,0.314493,6.5,0,0.031556,14,0.001115,8,193,0.166667,0.004062
194,checkDebugDuplicateClasses,,:about,true,1,2,3,1,2,3,6,0.269006,0.314493,6.5,0,0.031556,10,0.001115,8,194,0.166667,0.004062
195,compileDebugShaders,,:app,true,2,2,4,2,2,4,8,0.200772,0.256136,124,0.000704,0.004008,16,0.001986,8,195,0.25,0.011813
196,generateDebugAssets,,:app,false,1,1,2,1,1,2,9,0.169872,0.206911,0,0.000698,0.000068,16,0.001074,8,196,0.5,0.007022
197,mergeDebugAssets,,:app,true,2,5,7,2,5,7,8,0.226277,0.32235,723.571429,0.001442,0.007269,16,0.001327,8,197,0.071429,0.013963
198,checkDebugManifest,,:app,false,2,1,3,2,1,3,8,0.197674,0.24155,0,0.001915,0.003971,16,0.001722,8,198,0.333333,0.036763
199,createDebugCompatibleScreenManifests,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,0,0.001516,0.003971,16,0.000986,8,199,0.5,0.015244
200,processDebugManifest,,:designernews,true,3,9,12,3,9,12,6,0.307692,0.400245,298.028716,0.011306,0.047438,14,0.001202,8,200,0.121212,0.032124
201,dataBindingExportFeatureInfoDebug,,:about,false,1,5,6,1,5,6,5,0.363636,0.425521,21.030231,0.014825,0.0453,12,0.000967,8,201,0.066667,0.009423
202,processDebugManifest,,:about,true,3,9,12,3,9,12,6,0.307692,0.400245,298.028716,0.011306,0.047438,10,0.001202,8,202,0.121212,0.032124
203,compileDebugRenderscript,,:app,false,5,3,8,5,3,8,8,0.208835,0.282234,81.638095,0.040252,0.005282,16,0.002194,8,203,0.053571,0.085307
204,generateDebugResValues,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,23,0.000374,0.003971,16,0.001309,8,204,0,0.006885
205,generateDebugResources,,:app,false,1,2,3,1,2,3,9,0.178218,0.23348,80.5,0.000747,0.0039,16,0.001084,8,205,0,0.019509
206,compileDebugAidl,,:app,false,4,3,7,4,3,7,8,0.209016,0.284034,39.388095,0.039877,0.009116,16,0.001733,8,206,0.095238,0.078422
207,generateDebugBuildConfig,,:app,true,4,2,6,4,2,6,8,0.200772,0.256136,61.471429,0.039877,0.004155,16,0.001733,8,207,0.133333,0.078422
208,processDebugManifest,,:search,true,3,9,12,3,9,12,6,0.307692,0.400245,298.236508,0.010795,0.045808,15,0.001212,8,208,0.121212,0.032124
209,processDebugManifest,,:dribbble,true,3,9,12,3,9,12,6,0.307692,0.400245,298.028716,0.011306,0.047438,13,0.001202,8,209,0.121212,0.032124
210,dataBindingMergeDependencyArtifactsDebug,,:app,true,2,3,5,2,3,5,5,0.356643,0.409804,43.635065,0.011421,0.012676,16,0.001368,8,210,0.15,0.037928
211,mergeDebugJniLibFolders,,:about,true,1,1,2,1,1,2,7,0.222222,0.260559,4.666667,0.00311,0.007514,11,0.000981,8,211,0,0.004062
212,dataBindingExportFeatureInfoDebug,,:designernews,false,1,5,6,1,5,6,5,0.363636,0.425521,21.030231,0.014825,0.0453,14,0.000967,8,212,0.066667,0.009423
213,mergeDebugJniLibFolders,,:designernews,true,1,1,2,1,1,2,7,0.222222,0.260559,4.666667,0.00311,0.007514,11,0.000981,8,213,0,0.004062
214,processDebugManifest,,:app,true,3,10,13,3,10,13,7,0.3,0.40856,1292.242857,0.002919,0.015798,16,0.001624,8,214,0.115385,0.049598
215,transformNativeLibsWithMergeJniLibsForDebug,,:designernews,false,1,6,7,1,6,7,6,0.341317,0.414912,27.771573,0.004368,0.032404,11,0.000941,8,215,0.02381,0.00366
216,transformNativeLibsWithMergeJniLibsForDebug,,:about,false,1,6,7,1,6,7,6,0.341317,0.414912,27.771573,0.004368,0.032404,11,0.000941,8,216,0.02381,0.00366
217,processDebugJavaRes,,:designernews,false,1,1,2,1,1,2,7,0.222222,0.260559,2.5,0.003632,0.007514,14,0.000981,8,217,0,0.004062
218,processDebugJavaRes,,:about,false,1,1,2,1,1,2,7,0.222222,0.260559,2.5,0.003632,0.007514,10,0.000981,8,218,0,0.004062
219,compileDebugAidl,,:search,false,4,3,7,4,3,7,7,0.235897,0.306211,35.849206,0.049747,0.011137,15,0.001524,8,219,0.095238,0.03297
220,dataBindingExportFeatureInfoDebug,,:dribbble,false,1,5,6,1,5,6,5,0.363636,0.425521,21.030231,0.014825,0.0453,13,0.000967,8,220,0.066667,0.009423
221,compileDebugRenderscript,,:search,false,5,3,8,5,3,8,7,0.236181,0.304661,74.015873,0.050214,0.007303,15,0.001956,8,221,0.053571,0.037472
222,mergeDebugShaders,,:dribbble,true,1,1,2,1,1,2,7,0.222222,0.260559,0,0.000728,0.007514,13,0.00162,8,222,0.5,0.005995
223,generateDebugBuildConfig,,:search,true,4,2,6,4,2,6,7,0.225962,0.276292,26.515873,0.049747,0.006474,15,0.001524,8,223,0.133333,0.03297
224,compileDebugShaders,,:dribbble,true,2,2,4,2,2,4,7,0.225962,0.276292,50,0.003427,0.007583,13,0.001816,8,224,0.25,0.008201
225,generateDebugAssets,,:dribbble,false,1,1,2,1,1,2,8,0.1875,0.221577,0,0.003396,0.000329,13,0.000981,8,225,0.5,0.004062
226,generateDebugResValues,,:search,true,1,1,2,1,1,2,7,0.222222,0.260559,20.5,0.000467,0.005992,15,0.001279,8,226,0,0.004502
227,generateDebugResources,,:search,false,1,2,3,1,2,3,8,0.197581,0.250194,20,0.003236,0.004865,15,0.001015,8,227,0,0.006235
228,mergeDebugAssets,,:dribbble,true,1,6,7,1,6,7,6,0.304813,0.388304,22.944444,0.004368,0.035375,13,0.000941,8,228,0.119048,0.00366
229,checkDebugDuplicateClasses,,:dribbble,true,1,2,3,1,2,3,6,0.269006,0.314493,6.5,0,0.031556,13,0.001115,8,229,0.166667,0.004062
230,mergeDebugJniLibFolders,,:dribbble,true,1,1,2,1,1,2,7,0.222222,0.260559,4.666667,0.00311,0.007514,13,0.000981,8,230,0,0.004062
231,mergeDebugResources,,:search,true,1,5,6,1,5,6,5,0.326797,0.400667,54.506494,0.005115,0.033715,15,0.00098,8,231,0.1,0.013219
232,generateDebugSources,,:search,false,1,4,5,1,4,5,8,0.213115,0.296658,8,0.017145,0.014504,15,0.001012,8,232,0.15,0.010022
233,mergeDebugShaders,,:search,true,1,1,2,1,1,2,7,0.222222,0.260559,0,0.00058,0.005992,15,0.00162,8,233,0.5,0.005995
234,compileDebugShaders,,:search,true,2,2,4,2,2,4,7,0.225962,0.276292,50,0.003277,0.006048,15,0.001816,8,234,0.25,0.008201
235,generateDebugAssets,,:search,false,1,1,2,1,1,2,8,0.1875,0.221577,0,0.003247,0.000315,15,0.000981,8,235,0.5,0.004062
236,mergeDebugAssets,,:search,true,1,6,7,1,6,7,6,0.304813,0.388304,22.944444,0.004163,0.033825,15,0.000941,8,236,0.119048,0.00366
237,checkDebugDuplicateClasses,,:search,true,1,2,3,1,2,3,6,0.269006,0.314493,6.5,0,0.030035,15,0.001115,8,237,0.166667,0.004062
238,transformClassesAndResourcesWithSyncLibJarsForDebug,,:core,false,1,5,6,1,5,6,5,0.366667,0.440909,4.583333,0.003617,0.014428,12,0.000916,8,238,0.366667,0.00366
239,mergeDebugJniLibFolders,,:search,true,1,1,2,1,1,2,7,0.222222,0.260559,4.666667,0.00311,0.005992,11,0.000981,8,239,0,0.004062
240,transformNativeLibsWithMergeJniLibsForDebug,,:dribbble,false,1,6,7,1,6,7,6,0.341317,0.414912,27.771573,0.004368,0.032404,13,0.000941,8,240,0.02381,0.00366
241,processDebugJavaRes,,:dribbble,false,1,1,2,1,1,2,7,0.222222,0.260559,2.5,0.003632,0.007514,13,0.000981,8,241,0,0.004062
242,compileDebugKotlin,,:test_shared,true,5,6,11,5,6,11,5,0.362416,0.434877,51.869048,0.036415,0.117833,9,0.001825,8,242,0.190909,0.029904
243,javaPreCompileDebug,,:test_shared,true,1,4,5,1,4,5,6,0.321637,0.382121,0,0.012274,0.111131,9,0.001054,8,243,0.3,0.010098
244,compileDebugJavaWithJavac,,:test_shared,true,4,10,14,4,10,14,5,0.381579,0.476724,126.75,0.0136,0.127867,9,0.002423,8,244,0.164835,0.017768
245,extractDebugAnnotations,,:test_shared,true,2,9,11,2,9,11,5,0.378205,0.465819,57.583333,0.002072,0.126817,9,0.001092,8,245,0.227273,0.007722
246,transformResourcesWithMergeJavaResForDebug,,:test_shared,false,1,3,4,1,3,4,6,0.28436,0.336667,3,0.000836,0.004846,9,0.001007,8,246,0.25,0.004062
247,fabricGenerateResourcesDebug,,:app,false,2,3,5,2,3,5,8,0.246231,0.305126,906.5,0.001899,0.000607,16,0.001328,8,247,0.1,0.03261
248,transformClassesAndResourcesWithSyncLibJarsForDebug,,:test_shared,false,1,5,6,1,5,6,5,0.314721,0.380645,6.833333,0.001236,0.008711,9,0.000933,8,248,0.333333,0.00366
249,bundleDebugAar,,:test_shared,false,1,12,13,1,12,13,5,0.34434,0.446575,54.166667,0,0.012874,9,0.001208,8,249,0.083333,0.002294
250,compileDebugSources,,:test_shared,false,1,1,2,1,1,2,6,0.279621,0.316949,18.833333,0,0.001305,9,0.001208,8,250,0,0.002294
251,assembleDebug,,:test_shared,false,0,2,2,0,2,2,6,0.265018,0.313111,0,0,0,9,0.000848,8,251,0,0
252,bundleDebugAar,,:core,false,1,15,16,1,15,16,5,0.436508,0.560303,49.083333,0,0.037679,12,0.001208,8,252,0.1,0.002294
253,compileDebugSources,,:core,false,1,1,2,1,1,2,6,0.320312,0.365041,5.916667,0,0.004259,12,0.001208,8,253,0,0.002294
254,assembleDebug,,:core,false,0,2,2,0,2,2,6,0.311475,0.362281,0,0,0,12,0.000848,8,254,0,0
255,transformNativeLibsWithMergeJniLibsForDebug,,:search,false,1,6,7,1,6,7,6,0.341317,0.414912,28.394444,0.004163,0.032404,11,0.000941,8,255,0.02381,0.00366
256,processDebugJavaRes,,:search,false,1,1,2,1,1,2,7,0.222222,0.260559,2.5,0.003614,0.005992,15,0.000981,8,256,0,0.004062
257,mergeDebugResources,,:app,false,3,6,9,3,6,9,7,0.255583,0.319325,560.816667,0.012898,0.007782,16,0.001664,8,257,0.055556,0.073562
258,processDebugResources,,:app,false,8,6,14,8,6,14,7,0.268734,0.338049,1543.971429,0.06149,0.015386,16,0.002093,8,258,0.104396,0.121858
259,generateDebugSources,,:app,false,2,6,8,2,6,8,9,0.219409,0.288034,649,0.014163,0.012,16,0.001724,8,259,0.089286,0.044959
260,dataBindingExportBuildInfoDebug,,:app,false,3,2,5,3,2,5,8,0.215164,0.256599,23.471429,0.038726,0.00533,16,0.001489,8,260,0.15,0.065321
261,dataBindingMergeGenClassesDebug,,:app,false,1,2,3,1,2,3,7,0.238318,0.300233,9.71039,0.000611,0.008526,16,0.0012,8,261,0.166667,0.021956
262,dataBindingGenBaseClassesDebug,,:app,false,4,4,8,4,4,8,6,0.259169,0.306918,157.492208,0.049536,0.006364,16,0.001656,8,262,0.178571,0.081293
263,dataBindingExportFeaturePackageIdsDebug,,:app,true,1,5,6,1,5,6,8,0.224199,0.313265,90.492857,0.01081,0.004287,14,0.001016,8,263,0,0.015972
264,kaptGenerateStubsDebugKotlin,,:app,true,1,8,9,1,8,9,7,0.287879,0.354407,22.116667,0.01081,0.129347,16,0.001016,8,264,0.041667,0.015972
265,processDebugResources,,:dribbble,false,4,9,13,4,9,13,7,0.296196,0.368829,442.639899,0.056736,0.056481,13,0.001302,8,265,0.115385,0.030943
266,processDebugResources,,:about,false,4,9,13,4,9,13,7,0.296196,0.368829,442.639899,0.056736,0.056481,10,0.001302,8,266,0.115385,0.030943
267,processDebugResources,,:designernews,false,4,9,13,4,9,13,7,0.296196,0.368829,442.639899,0.056736,0.056481,14,0.001302,8,267,0.115385,0.030943
268,processDebugResources,,:search,false,4,9,13,4,9,13,7,0.296196,0.368829,494.07886,0.052518,0.053291,15,0.001402,8,268,0.115385,0.030943
269,kaptDebugKotlin,,:app,false,2,7,9,2,7,9,6,0.301299,0.36092,265.484199,0.02631,0.112617,16,0.001381,8,269,0.166667,0.059173
270,compileDebugKotlin,,:app,true,5,9,14,5,9,14,7,0.29771,0.366972,590.840476,0.038625,0.131872,16,0.003067,8,270,0.10989,0.114301
271,javaPreCompileDebug,,:app,true,1,4,5,1,4,5,8,0.258206,0.312409,0,0.013652,0.111131,16,0.001091,8,271,0.3,0.026858
272,compileDebugJavaWithJavac,,:app,true,5,13,18,5,13,18,6,0.325137,0.405042,1375.925108,0.015836,0.14222,16,0.003722,8,272,0.114379,0.086039
273,bundleDebugClasses,,:app,false,24,3,27,24,3,27,7,0.254777,0.297798,1697.92583,0.397198,0.009198,15,0.004551,8,273,0.048433,0.193551
274,validateSigningDebug,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,0,0.000385,0.003971,16,0.001411,8,274,0.5,0.011134
275,signingConfigWriterDebug,,:app,true,5,2,7,5,2,7,8,0.200772,0.256136,66,0.018652,0.004008,16,0.001324,8,275,0.047619,0.018302
276,compileDebugSources,,:app,false,1,1,2,1,1,2,7,0.246914,0.278492,17.819697,0,0.00152,16,0.001208,8,276,0,0.002294
277,checkDebugDuplicateClasses,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,12,0,0.003971,16,0.001117,8,277,0,0.004062
278,kaptGenerateStubsDebugKotlin,,:dribbble,true,1,9,10,1,9,10,8,0.289417,0.360057,20.771429,0.014825,0.174065,13,0.000967,8,278,0.044444,0.009423
279,kaptGenerateStubsDebugKotlin,,:about,true,1,9,10,1,9,10,8,0.289417,0.360057,20.771429,0.014825,0.174065,10,0.000967,8,279,0.044444,0.009423
280,kaptGenerateStubsDebugKotlin,,:designernews,true,1,9,10,1,9,10,8,0.289417,0.360057,20.771429,0.014825,0.174065,14,0.000967,8,280,0.044444,0.009423
281,kaptDebugKotlin,,:about,false,2,8,10,2,8,10,8,0.278689,0.346306,44.609957,0.035659,0.154448,10,0.001117,8,281,0.166667,0.022038
282,compileDebugKotlin,,:about,true,4,10,14,4,10,14,8,0.292735,0.366771,155.074784,0.055686,0.177488,10,0.00151,8,282,0.126374,0.025766
283,javaPreCompileDebug,,:about,true,1,5,6,1,5,6,8,0.262357,0.318461,0,0.018623,0.154438,10,0.000989,8,283,0.266667,0.010022
284,compileDebugJavaWithJavac,,:about,true,4,14,18,4,14,18,8,0.300866,0.389072,357.991811,0.026855,0.194008,10,0.002322,8,284,0.120915,0.017378
285,compileDebugSources,,:about,false,1,1,2,1,1,2,9,0.232558,0.268824,23.474206,0,0.002578,10,0.001208,8,285,0,0.002294
286,kaptDebugKotlin,,:dribbble,false,2,8,10,2,8,10,8,0.278689,0.346306,44.609957,0.035659,0.154448,13,0.001117,8,286,0.166667,0.022038
287,compileDebugKotlin,,:dribbble,true,4,10,14,4,10,14,8,0.292735,0.366771,155.074784,0.055686,0.177488,13,0.00151,8,287,0.126374,0.025766
288,javaPreCompileDebug,,:dribbble,true,1,5,6,1,5,6,8,0.262357,0.318461,0,0.018623,0.154438,13,0.000989,8,288,0.266667,0.010022
289,compileDebugJavaWithJavac,,:dribbble,true,4,14,18,4,14,18,8,0.300866,0.389072,357.991811,0.026855,0.194008,13,0.002322,8,289,0.120915,0.017378
290,compileDebugSources,,:dribbble,false,1,1,2,1,1,2,9,0.232558,0.268824,23.474206,0,0.002578,13,0.001208,8,290,0,0.002294
291,transformClassesWithDexBuilderForDebug,,:app,false,2,6,8,2,6,8,7,0.271493,0.329742,232,0,0.128986,16,0.002067,8,291,0.107143,0.008201
292,transformClassesWithDexBuilderForDebug,,:dribbble,false,2,8,10,2,8,10,8,0.269231,0.335935,273.5,0,0.193851,13,0.002063,8,292,0.111111,0.008201
293,transformDexArchiveWithExternalLibsDexMergerForDebug,,:dribbble,false,1,1,2,1,1,2,9,0.213313,0.244155,0,0,0,13,0.001115,8,293,0.5,0.004062
294,transformDexArchiveWithDexMergerForDebug,,:dribbble,true,1,3,4,1,3,4,9,0.217656,0.258339,6,0.004368,0,13,0.000941,8,294,0.083333,0.00366
295,transformResourcesWithMergeJavaResForDebug,,:dribbble,false,1,6,7,1,6,7,9,0.2513,0.315071,16.604906,0.004368,0.037838,13,0.000941,8,295,0.071429,0.00366
296,kaptDebugKotlin,,:designernews,false,2,8,10,2,8,10,8,0.278689,0.346306,44.609957,0.035659,0.154448,14,0.001117,8,296,0.166667,0.022038
297,compileDebugKotlin,,:designernews,true,4,10,14,4,10,14,8,0.292735,0.366771,155.074784,0.055686,0.177488,14,0.00151,8,297,0.126374,0.025766
298,javaPreCompileDebug,,:designernews,true,1,5,6,1,5,6,8,0.262357,0.318461,0,0.018623,0.154438,14,0.000989,8,298,0.266667,0.010022
299,packageDebug,,:dribbble,false,1,11,12,1,11,12,7,0.3054,0.371704,140.525794,0,0.04551,13,0.001208,8,299,0.121212,0.002294
300,assembleDebug,,:dribbble,false,0,2,2,0,2,2,8,0.236131,0.267133,0,0,0,13,0.000848,8,300,0,0
301,kaptGenerateStubsDebugKotlin,,:search,true,1,7,8,1,7,8,8,0.283186,0.346987,39.595238,0.013716,0.160991,15,0.001098,8,301,0.053571,0.009423
302,compileDebugJavaWithJavac,,:designernews,true,4,14,18,4,14,18,8,0.300866,0.389072,357.991811,0.026855,0.194008,14,0.002322,8,302,0.120915,0.017378
303,compileDebugSources,,:designernews,false,1,1,2,1,1,2,9,0.232558,0.268824,23.474206,0,0.002578,14,0.001208,8,303,0,0.002294
304,transformClassesWithDexBuilderForDebug,,:about,false,2,8,10,2,8,10,8,0.269231,0.335935,273.5,0,0.193851,10,0.002063,8,304,0.111111,0.008201
305,transformDexArchiveWithExternalLibsDexMergerForDebug,,:about,false,1,1,2,1,1,2,9,0.213313,0.244155,0,0,0,10,0.001115,8,305,0.5,0.004062
306,transformDexArchiveWithDexMergerForDebug,,:about,false,1,3,4,1,3,4,9,0.217656,0.258339,6,0.004368,0,10,0.000941,8,306,0.083333,0.00366
307,transformResourcesWithMergeJavaResForDebug,,:about,false,1,6,7,1,6,7,9,0.2513,0.315071,16.604906,0.004368,0.037838,10,0.000941,8,307,0.071429,0.00366
308,packageDebug,,:about,false,1,11,12,1,11,12,7,0.3054,0.371704,140.525794,0,0.04551,10,0.001208,8,308,0.121212,0.002294
309,assembleDebug,,:about,false,0,2,2,0,2,2,8,0.236131,0.267133,0,0,0,10,0.000848,8,309,0,0
310,transformClassesWithDexBuilderForDebug,,:designernews,false,2,8,10,2,8,10,8,0.269231,0.335935,273.5,0,0.193851,14,0.002063,8,310,0.111111,0.008201
311,transformDexArchiveWithExternalLibsDexMergerForDebug,,:designernews,false,1,1,2,1,1,2,9,0.213313,0.244155,0,0,0,14,0.001115,8,311,0.5,0.004062
312,transformDexArchiveWithDexMergerForDebug,,:designernews,false,1,3,4,1,3,4,9,0.217656,0.258339,6,0.004368,0,14,0.000941,8,312,0.083333,0.00366
313,transformResourcesWithMergeJavaResForDebug,,:designernews,false,1,6,7,1,6,7,9,0.2513,0.315071,16.604906,0.004368,0.037838,14,0.000941,8,313,0.071429,0.00366
314,packageDebug,,:designernews,false,1,11,12,1,11,12,7,0.3054,0.371704,140.525794,0,0.04551,14,0.001208,8,314,0.121212,0.002294
315,assembleDebug,,:designernews,false,0,2,2,0,2,2,8,0.236131,0.267133,0,0,0,14,0.000848,8,315,0,0
316,kaptDebugKotlin,,:search,false,2,4,6,2,4,6,8,0.251953,0.300628,10,0.032902,0.142896,15,0.001176,8,316,0.333333,0.022038
317,compileDebugKotlin,,:search,true,4,8,12,4,8,12,8,0.285714,0.353187,136.626732,0.054012,0.164149,15,0.001537,8,317,0.151515,0.025766
318,javaPreCompileDebug,,:search,true,1,5,6,1,5,6,8,0.258893,0.315758,0,0.017145,0.152756,15,0.001012,8,318,0.266667,0.010022
319,compileDebugJavaWithJavac,,:search,true,4,12,16,4,12,16,8,0.295154,0.37747,330.641811,0.026612,0.178617,15,0.002322,8,319,0.129167,0.017378
320,compileDebugSources,,:search,false,1,1,2,1,1,2,9,0.229202,0.263965,20.477778,0,0.002554,15,0.001208,8,320,0,0.002294
321,transformDexArchiveWithExternalLibsDexMergerForDebug,,:app,false,1,1,2,1,1,2,8,0.21492,0.242719,0,0,0,16,0.001117,8,321,0.5,0.004062
322,transformClassesWithDexBuilderForDebug,,:search,false,2,8,10,2,8,10,8,0.266272,0.333563,263.5,0,0.193667,15,0.002063,8,322,0.111111,0.008201
323,transformDexArchiveWithExternalLibsDexMergerForDebug,,:search,false,1,1,2,1,1,2,9,0.211509,0.242714,0,0,0,15,0.001115,8,323,0.5,0.004062
324,transformDexArchiveWithDexMergerForDebug,,:search,false,1,3,4,1,3,4,9,0.215962,0.257433,6,0.004163,0,15,0.000941,8,324,0.083333,0.00366
325,transformResourcesWithMergeJavaResForDebug,,:search,false,1,6,7,1,6,7,9,0.248227,0.312038,17.227778,0.004163,0.037653,15,0.000941,8,325,0.071429,0.00366
326,packageDebug,,:search,false,1,11,12,1,11,12,7,0.303435,0.370815,138.522222,0,0.043368,15,0.001208,8,326,0.121212,0.002294
327,assembleDebug,,:search,false,0,2,2,0,2,2,8,0.235036,0.26663,0,0,0,15,0.000848,8,327,0,0
328,transformDexArchiveWithDexMergerForDebug,,:app,false,1,3,4,1,3,4,8,0.222423,0.261808,10,0.001384,0,16,0.000951,8,328,0.083333,0.00366
329,mergeDebugJniLibFolders,,:app,true,1,1,2,1,1,2,8,0.197674,0.24155,12.666667,0.000781,0.003971,11,0.00101,8,329,0,0.004062
330,transformNativeLibsWithMergeJniLibsForDebug,,:app,false,1,5,6,1,5,6,6,0.316327,0.380376,30.52316,0.001384,0.008138,11,0.000951,8,330,0,0.00366
331,processDebugJavaRes,,:app,false,1,1,2,1,1,2,8,0.197674,0.24155,6.25,0.001042,0.003971,16,0.00101,8,331,0,0.004062
332,transformResourcesWithMergeJavaResForDebug,,:app,false,1,5,6,1,5,6,7,0.267666,0.322419,19.356494,0.001384,0.010852,16,0.000951,8,332,0.066667,0.00366
333,packageDebug,,:app,false,1,10,11,1,10,11,5,0.344828,0.401905,122.180303,0,0.014421,16,0.001208,8,333,0.1,0.002294
334,assembleDebug,,:app,false,0,2,2,0,2,2,6,0.259124,0.285915,0,0,0,16,0.000848,8,334,0,0
