Time,Value1,Value2
2016-07-18 13:12:20,0,24.33
2016-07-18 13:12:21,30,8.26
2016-07-18 13:12:22,38,10.56
2016-07-18 13:12:23,5,43.79
2016-07-18 13:12:24,19,19.13
2016-07-18 13:12:25,3,6.46
2016-07-18 13:12:26,43,8.78
2016-07-18 13:12:27,36,13.71
2016-07-18 13:12:28,16,14.13
2016-07-18 13:12:29,31,36.03
2016-07-18 13:12:30,28,9.29
2016-07-18 13:12:31,11,32.94
2016-07-18 13:12:32,11,46.74
2016-07-18 13:12:33,23,7.02
2016-07-18 13:12:34,50,47.24
2016-07-18 13:12:35,32,6.9
2016-07-18 13:12:36,32,10.47
2016-07-18 13:12:37,16,38.19
2016-07-18 13:12:38,28,23.56
2016-07-18 13:12:39,13,16.52
2016-07-18 13:12:40,11,9.32
2016-07-18 13:12:41,15,49.91
2016-07-18 13:12:42,11,24.5
2016-07-18 13:12:43,15,19.29
2016-07-18 13:12:44,41,36.98
2016-07-18 13:12:45,20,14.76
2016-07-18 13:12:46,33,42.68
2016-07-18 13:12:47,37,24.59
2016-07-18 13:12:48,38,43.6
2016-07-18 13:12:49,18,45.94
2016-07-18 13:12:50,15,38.24
2016-07-18 13:12:51,25,38.06
2016-07-18 13:12:52,25,36
2016-07-18 13:12:53,5,36.17
2016-07-18 13:12:54,31,47.67
2016-07-18 13:12:55,31,16.2
2016-07-18 13:12:56,12,5.36
2016-07-18 13:12:57,14,27.5
2016-07-18 13:12:58,45,41.71
2016-07-18 13:12:59,27,30.91
2016-07-18 13:13:00,19,49.87
2016-07-18 13:13:01,40,15.34
2016-07-18 13:13:02,13,40.36
2016-07-18 13:13:03,31,36.35
2016-07-18 13:13:04,36,4.24
2016-07-18 13:13:05,11,20.44
2016-07-18 13:13:06,36,23.23
2016-07-18 13:13:07,20,10.71
2016-07-18 13:13:08,30,42.02
2016-07-18 13:13:09,34,19.16
2016-07-18 13:13:10,46,4.79
2016-07-18 13:13:11,25,19.85
2016-07-18 13:13:12,39,32.25
2016-07-18 13:13:13,4,39.67
2016-07-18 13:13:14,4,22.61
2016-07-18 13:13:15,6,35.38
2016-07-18 13:13:16,5,26.32
2016-07-18 13:13:17,23,44.41
2016-07-18 13:13:18,41,48.45
2016-07-18 13:13:19,13,35.05
2016-07-18 13:13:20,32,2.76
2016-07-18 13:13:21,33,8.5
2016-07-18 13:13:22,5,8.18
2016-07-18 13:13:23,45,43.76
2016-07-18 13:13:24,50,32.83
2016-07-18 13:13:25,21,22.61
2016-07-18 13:13:26,45,9.4
2016-07-18 13:13:27,25,18.54
2016-07-18 13:13:28,5,42.8
2016-07-18 13:13:29,23,3.82
2016-07-18 13:13:30,43,36.52
2016-07-18 13:13:31,38,38.86
2016-07-18 13:13:32,47,47.98
2016-07-18 13:13:33,20,26.6
2016-07-18 13:13:34,38,31.17
2016-07-18 13:13:35,13,11.2
2016-07-18 13:13:36,25,0.46
2016-07-18 13:13:37,49,26.61
2016-07-18 13:13:38,7,1.57
2016-07-18 13:13:39,3,13.39
2016-07-18 13:13:40,50,46.04
2016-07-18 13:13:41,38,26.05
2016-07-18 13:13:42,26,47.43
2016-07-18 13:13:43,49,23.9
2016-07-18 13:13:44,17,13.77
2016-07-18 13:13:45,44,36.48
2016-07-18 13:13:46,13,38.52
2016-07-18 13:13:47,22,15.5
2016-07-18 13:13:48,25,43.92
2016-07-18 13:13:49,20,13.68
2016-07-18 13:13:50,30,12.83
2016-07-18 13:13:51,9,37.72
2016-07-18 13:13:52,6,16.11
2016-07-18 13:13:53,6,2.94
2016-07-18 13:13:54,42,33.26
2016-07-18 13:13:55,9,27.16
2016-07-18 13:13:56,35,24.98
2016-07-18 13:13:57,3,16.51
2016-07-18 13:13:58,22,2.39
2016-07-18 13:13:59,18,23.48
2016-07-18 13:14:00,44,16.94
2016-07-18 13:14:01,27,25.51
2016-07-18 13:14:02,32,40.55
2016-07-18 13:14:03,48,6.76
2016-07-18 13:14:04,34,35.19
2016-07-18 13:14:05,8,29.11
2016-07-18 13:14:06,39,17.74
2016-07-18 13:14:07,5,8.55
2016-07-18 13:14:08,29,3.62
2016-07-18 13:14:09,32,34.58
2016-07-18 13:14:10,21,46.43
2016-07-18 13:14:11,19,38.9
2016-07-18 13:14:12,44,3.41
2016-07-18 13:14:13,4,1.62
2016-07-18 13:14:14,36,7.37
2016-07-18 13:14:15,12,23.91
2016-07-18 13:14:16,5,33.36
2016-07-18 13:14:17,26,4.6
2016-07-18 13:14:18,10,10.49
2016-07-18 13:14:19,17,39.91
2016-07-18 13:14:20,25,4.16
2016-07-18 13:14:21,32,37.37
2016-07-18 13:14:22,47,32.35
2016-07-18 13:14:23,7,13.8
2016-07-18 13:14:24,43,1.73
2016-07-18 13:14:25,13,10.46
2016-07-18 13:14:26,3,17.92
2016-07-18 13:14:27,6,45.98
2016-07-18 13:14:28,15,20.37
2016-07-18 13:14:29,17,14.59
2016-07-18 13:14:30,46,34.45
2016-07-18 13:14:31,14,34.32
2016-07-18 13:14:32,7,29.37
2016-07-18 13:14:33,16,34.8
2016-07-18 13:14:34,15,20.61
2016-07-18 13:14:35,9,24.37
2016-07-18 13:14:36,27,4.47
2016-07-18 13:14:37,17,48.47
2016-07-18 13:14:38,16,43.99
2016-07-18 13:14:39,44,41
2016-07-18 13:14:40,40,40.35
2016-07-18 13:14:41,44,6.5
2016-07-18 13:14:42,33,4.28
2016-07-18 13:14:43,44,21.98
2016-07-18 13:14:44,41,14.76
2016-07-18 13:14:45,12,29.38
2016-07-18 13:14:46,10,16.58
2016-07-18 13:14:47,25,21.67
2016-07-18 13:14:48,17,38
2016-07-18 13:14:49,27,5.96
2016-07-18 13:14:50,31,21.35
2016-07-18 13:14:51,7,32.16
2016-07-18 13:14:52,3,10.86
2016-07-18 13:14:53,25,45.79
2016-07-18 13:14:54,4,10.01
2016-07-18 13:14:55,43,15.54
2016-07-18 13:14:56,30,20.9
2016-07-18 13:14:57,49,7.36
2016-07-18 13:14:58,18,37.73
2016-07-18 13:14:59,20,44.95
2016-07-18 13:15:00,29,27.6
2016-07-18 13:15:01,7,47.52
2016-07-18 13:15:02,36,7.46
2016-07-18 13:15:03,2,44.21
2016-07-18 13:15:04,32,14.69
2016-07-18 13:15:05,22,35
2016-07-18 13:15:06,31,47.2
2016-07-18 13:15:08,13,15.53
2016-07-18 13:15:09,39,30.77
2016-07-18 13:15:10,7,3.69
2016-07-18 13:15:11,9,4.49
2016-07-18 13:15:12,19,2.77
2016-07-18 13:15:13,20,47.46
2016-07-18 13:15:14,25,31.23
2016-07-18 13:15:15,31,42.61
2016-07-18 13:15:16,46,23.82
2016-07-18 13:15:17,30,39.58
2016-07-18 13:15:18,11,28.03
2016-07-18 13:15:19,6,32.27
2016-07-18 13:15:20,28,31.27
2016-07-18 13:15:21,20,34.19
2016-07-18 13:15:22,2,31.09
2016-07-18 13:15:23,47,38.19
2016-07-18 13:15:24,45,29.44
2016-07-18 13:15:25,15,41.66
2016-07-18 13:15:26,45,33.22
2016-07-18 13:15:27,30,41.09
2016-07-18 13:15:28,37,24.78
2016-07-18 13:15:29,15,16.74
2016-07-18 13:15:30,18,39.93
2016-07-18 13:15:31,47,8.64
2016-07-18 13:15:32,0,7.1
2016-07-18 13:15:33,19,45.78
2016-07-18 13:15:34,5,32.89
2016-07-18 13:15:35,34,19.05
2016-07-18 13:15:36,8,26.23
2016-07-18 13:15:37,38,22.58
2016-07-18 13:15:38,50,11.05
2016-07-18 13:15:39,25,19.62
2016-07-18 13:15:40,23,18.35
2016-07-18 13:15:41,6,20.51
2016-07-18 13:15:42,40,6.31
2016-07-18 13:15:43,24,42.5
2016-07-18 13:15:44,10,4.84
2016-07-18 13:15:45,34,6.48
2016-07-18 13:15:46,24,44.31
2016-07-18 13:15:47,48,37.59
2016-07-18 13:15:48,35,39.82
2016-07-18 13:15:49,7,1.45
2016-07-18 13:15:50,33,44.38
2016-07-18 13:15:51,44,3.43
2016-07-18 13:15:52,30,31.22
2016-07-18 13:15:53,3,40.15
2016-07-18 13:15:54,22,13.53
2016-07-18 13:15:55,26,38.63
2016-07-18 13:15:56,41,32.07
2016-07-18 13:15:57,39,10.67
2016-07-18 13:15:58,30,1.66
2016-07-18 13:15:59,22,29.99
2016-07-18 13:16:00,2,17.09
2016-07-18 13:16:01,32,38.32
2016-07-18 13:16:02,16,27.39
2016-07-18 13:16:03,27,15.02
2016-07-18 13:16:04,38,42.61
2016-07-18 13:16:05,7,1.74
2016-07-18 13:16:06,46,47.17
2016-07-18 13:16:07,3,32.24
2016-07-18 13:16:08,32,36.76
2016-07-18 13:16:09,26,33.2
2016-07-18 13:16:10,49,21.28
2016-07-18 13:16:11,27,29.11
2016-07-18 13:16:12,2,9.84
2016-07-18 13:16:13,33,28.12
2016-07-18 13:16:14,10,18.23
2016-07-18 13:16:15,15,34.12
2016-07-18 13:16:16,45,14.89
2016-07-18 13:16:17,11,2.69
2016-07-18 13:16:18,37,24.55
2016-07-18 13:16:19,12,21.41
2016-07-18 13:16:20,20,23.42
2016-07-18 13:16:21,39,10.94
2016-07-18 13:16:22,46,18.35
2016-07-18 13:16:23,11,49.28
2016-07-18 13:16:24,42,19.64
2016-07-18 13:16:25,36,39.76
2016-07-18 13:16:26,6,11.3
2016-07-18 13:16:27,33,5.96
2016-07-18 13:16:28,35,42.77
2016-07-18 13:16:29,33,45.37
2016-07-18 13:16:30,6,29.78
2016-07-18 13:16:31,1,34.22
2016-07-18 13:16:32,50,32.76
2016-07-18 13:16:33,6,35.92
2016-07-18 13:16:34,11,22.56
2016-07-18 13:16:35,26,17.5
2016-07-18 13:16:36,33,26.33
2016-07-18 13:16:37,12,31.63
2016-07-18 13:16:38,49,35.78
2016-07-18 13:16:39,19,15.22
2016-07-18 13:16:40,2,3.88
2016-07-18 13:16:41,47,17.73
2016-07-18 13:16:42,33,25.77
2016-07-18 13:16:43,20,21.94
2016-07-18 13:16:44,37,23.27
2016-07-18 13:16:45,37,26.24
2016-07-18 13:16:46,6,24.79
2016-07-18 13:16:47,2,31.91
2016-07-18 13:16:48,27,28.52
2016-07-18 13:16:49,47,13.16
2016-07-18 13:16:50,18,18.77
2016-07-18 13:16:51,23,4.92
2016-07-18 13:16:52,12,18.21
2016-07-18 13:16:53,8,3.09
2016-07-18 13:16:54,22,0.91
2016-07-18 13:16:55,34,44.3
2016-07-18 13:16:56,14,15.26
2016-07-18 13:16:57,44,12.62
2016-07-18 13:16:58,20,19.61
2016-07-18 13:16:59,20,30.48
2016-07-18 13:17:00,40,11.07
2016-07-18 13:17:01,31,11.17
2016-07-18 13:17:02,33,36.72
2016-07-18 13:17:03,47,27.07
2016-07-18 13:17:04,39,27.43
2016-07-18 13:17:05,43,9.32
2016-07-18 13:17:06,16,24.07
2016-07-18 13:17:07,50,7.84
2016-07-18 13:17:08,0,25.55
2016-07-18 13:17:09,8,40.74
2016-07-18 13:17:10,35,40.19
2016-07-18 13:17:11,49,26.54
2016-07-18 13:17:12,25,8.75
2016-07-18 13:17:13,17,33.58
2016-07-18 13:17:14,20,28.73
2016-07-18 13:17:15,29,13.08
2016-07-18 13:17:16,30,44.96
2016-07-18 13:17:17,1,30.01
2016-07-18 13:17:18,12,29.53
2016-07-18 13:17:19,35,33.45
2016-07-18 13:17:20,10,19.35
2016-07-18 13:17:21,36,14.33
2016-07-18 13:17:22,20,12.15
2016-07-18 13:17:23,50,41.29
2016-07-18 13:17:24,24,12.43
2016-07-18 13:17:25,48,29.1
2016-07-18 13:17:26,19,0.62
2016-07-18 13:17:27,11,23.81
2016-07-18 13:17:28,23,10.27
2016-07-18 13:17:29,28,21.31
2016-07-18 13:17:30,12,41.75
2016-07-18 13:17:31,15,36.72
2016-07-18 13:17:32,1,33.17
2016-07-18 13:17:33,1,25.58
2016-07-18 13:17:34,29,39.79
2016-07-18 13:17:35,49,4.37
2016-07-18 13:17:36,2,47.01
2016-07-18 13:17:37,41,12.21
2016-07-18 13:17:38,32,28.6
2016-07-18 13:17:39,17,3.75
2016-07-18 13:17:40,27,25.64
2016-07-18 13:17:41,33,14.43
2016-07-18 13:17:42,11,34.62
2016-07-18 13:17:43,23,40.86
2016-07-18 13:17:44,11,33.74
2016-07-18 13:17:45,19,0.45
2016-07-18 13:17:46,50,25.97
2016-07-18 13:17:47,23,31.49
2016-07-18 13:17:48,21,16.33
2016-07-18 13:17:49,39,5.56
2016-07-18 13:17:50,36,31.26
2016-07-18 13:17:51,33,36.24
2016-07-18 13:17:52,8,48.02
2016-07-18 13:17:53,18,5.43
2016-07-18 13:17:54,4,34.27
2016-07-18 13:17:55,49,8.94
2016-07-18 13:17:56,9,37
2016-07-18 13:17:57,23,25.97
2016-07-18 13:17:58,29,36.29
2016-07-18 13:17:59,6,8.93
2016-07-18 13:18:00,12,1.81
2016-07-18 13:18:01,17,22.01
2016-07-18 13:18:02,7,21.62
2016-07-18 13:18:03,39,26.24
2016-07-18 13:18:04,15,8.43
2016-07-18 13:18:05,3,47.49
2016-07-18 13:18:06,0,26.86
2016-07-18 13:18:07,37,30.17
2016-07-18 13:18:08,42,49.29
2016-07-18 13:18:09,48,37.18
2016-07-18 13:18:10,33,32.48
2016-07-18 13:18:11,46,0.35
2016-07-18 13:18:12,28,30.66
2016-07-18 13:18:13,20,28.25
2016-07-18 13:18:14,37,45.92
2016-07-18 13:18:15,33,7.83
2016-07-18 13:18:16,26,33.69
2016-07-18 13:18:17,15,27.92
2016-07-18 13:18:18,37,44.22
2016-07-18 13:18:19,36,33.05
2016-07-18 13:18:20,22,49.13
2016-07-18 13:18:21,37,31.91
2016-07-18 13:18:22,25,3.69
2016-07-18 13:18:23,4,39.29
2016-07-18 13:18:24,44,41.9
2016-07-18 13:18:25,46,14.42
2016-07-18 13:18:26,40,48.76
2016-07-18 13:18:27,29,29.61
2016-07-18 13:18:29,45,34.49
2016-07-18 13:18:30,26,19.01
2016-07-18 13:18:31,14,21.07
2016-07-18 13:18:32,13,21.64
2016-07-18 13:18:33,24,6.19
2016-07-18 13:18:34,43,17.51
2016-07-18 13:18:35,45,38.13
2016-07-18 13:18:36,2,1.18
2016-07-18 13:18:37,2,19.51
2016-07-18 13:18:38,6,14.09
2016-07-18 13:18:39,20,39.41
2016-07-18 13:18:40,39,26.46
2016-07-18 13:18:41,29,12.63
2016-07-18 13:18:42,1,2.67
2016-07-18 13:18:43,40,37.34
2016-07-18 13:18:44,3,35.16
2016-07-18 13:18:45,14,17.6
2016-07-18 13:18:46,49,31.29
2016-07-18 13:18:47,8,5.92
2016-07-18 13:18:48,33,0.1
2016-07-18 13:18:49,15,36.18
2016-07-18 13:18:50,6,38.8
2016-07-18 13:18:51,17,26.17
2016-07-18 13:18:52,7,42.25
2016-07-18 13:18:53,26,36.57
2016-07-18 13:18:54,25,21.13
2016-07-18 13:18:55,22,39.23
2016-07-18 13:18:56,50,39.19
2016-07-18 13:18:57,39,49.48
2016-07-18 13:18:58,39,26.99
2016-07-18 13:18:59,38,0.77
2016-07-18 13:19:00,14,45.58
2016-07-18 13:19:01,9,8.27
2016-07-18 13:19:02,3,18.99
2016-07-18 13:19:03,15,40.65
2016-07-18 13:19:04,25,8
2016-07-18 13:19:05,45,0.58
2016-07-18 13:19:06,10,10.41
2016-07-18 13:19:07,16,28.09
2016-07-18 13:19:08,14,45.52
2016-07-18 13:19:09,13,18.42
2016-07-18 13:19:10,30,4.15
2016-07-18 13:19:11,2,24.22
2016-07-18 13:19:12,19,43.18
2016-07-18 13:19:13,23,26.37
2016-07-18 13:19:14,42,44.61
2016-07-18 13:19:15,38,14.67
2016-07-18 13:19:16,12,24.36
2016-07-18 13:19:17,23,26.75
2016-07-18 13:19:18,25,17.14
2016-07-18 13:19:19,21,14.63
2016-07-18 13:19:20,22,39.21
2016-07-18 13:19:21,29,41.61
2016-07-18 13:19:22,5,6.61
2016-07-18 13:19:23,2,33.53
2016-07-18 13:19:24,1,27.56
2016-07-18 13:19:25,7,48.61
2016-07-18 13:19:26,21,30.92
2016-07-18 13:19:27,27,19.52
2016-07-18 13:19:28,48,6.61
2016-07-18 13:19:29,5,16.37
2016-07-18 13:19:30,25,22.4
2016-07-18 13:19:31,35,24.24
2016-07-18 13:19:32,48,46.14
2016-07-18 13:19:33,3,35.19
2016-07-18 13:19:34,9,33.97
2016-07-18 13:19:35,25,27.76
2016-07-18 13:19:36,2,45.31
2016-07-18 13:19:37,23,30.1
2016-07-18 13:19:38,49,1.84
2016-07-18 13:19:39,46,2.03
2016-07-18 13:19:40,16,1.05
2016-07-18 13:19:41,33,38.73
2016-07-18 13:19:42,27,37.38
2016-07-18 13:19:43,26,43.04
2016-07-18 13:19:44,31,8.42
2016-07-18 13:19:45,8,37.74
2016-07-18 13:19:46,2,6.08
2016-07-18 13:19:47,5,45.63
2016-07-18 13:19:48,22,46.38
2016-07-18 13:19:49,16,9.33
2016-07-18 13:19:50,40,11.81
2016-07-18 13:19:51,14,21.36
2016-07-18 13:19:52,36,26.57
2016-07-18 13:19:53,11,1.82
2016-07-18 13:19:54,30,3.08
2016-07-18 13:19:55,50,41.8
2016-07-18 13:19:56,4,0.92
2016-07-18 13:19:57,21,48.83
2016-07-18 13:19:58,13,37.91
2016-07-18 13:19:59,37,16.97
2016-07-18 13:20:00,15,13.87
2016-07-18 13:20:01,45,23.18
2016-07-18 13:20:02,23,45.54
2016-07-18 13:20:03,2,38.86
2016-07-18 13:20:04,19,9.1
2016-07-18 13:20:05,5,34.96
2016-07-18 13:20:06,9,2.99
2016-07-18 13:20:07,35,44.67
2016-07-18 13:20:08,37,31.32
2016-07-18 13:20:09,16,44.78
2016-07-18 13:20:10,22,22.56
2016-07-18 13:20:11,31,1.01
2016-07-18 13:20:12,26,38.24
2016-07-18 13:20:13,47,29.89
2016-07-18 13:20:14,23,42.18
2016-07-18 13:20:15,16,0.47
2016-07-18 13:20:16,4,6.95
2016-07-18 13:20:17,23,22.78
2016-07-18 13:20:18,32,17.02
2016-07-18 13:20:19,48,29.26
2016-07-18 13:20:20,30,44.2
2016-07-18 13:20:21,21,23.03
2016-07-18 13:20:22,12,29.87
2016-07-18 13:20:23,19,34.54
2016-07-18 13:20:24,17,37.61
2016-07-18 13:20:25,39,41.18
2016-07-18 13:20:26,11,30.85
2016-07-18 13:20:27,49,28.66
2016-07-18 13:20:28,40,49.02
2016-07-18 13:20:29,12,30.46
2016-07-18 13:20:30,4,34.13
2016-07-18 13:20:31,35,49.55
2016-07-18 13:20:32,32,2.57
2016-07-18 13:20:33,15,0.96
2016-07-18 13:20:34,13,16.81
2016-07-18 13:20:35,22,10.81
2016-07-18 13:20:36,29,19.09
2016-07-18 13:20:37,6,44.65
2016-07-18 13:20:38,39,2.62
2016-07-18 13:20:39,25,38.47
2016-07-18 13:20:40,24,20.31
2016-07-18 13:20:41,36,33.78
2016-07-18 13:20:42,38,17.27
2016-07-18 13:20:43,7,17.77
2016-07-18 13:20:44,18,11.89
2016-07-18 13:20:45,22,35.67
2016-07-18 13:20:46,16,35.34
2016-07-18 13:20:47,41,9.4
2016-07-18 13:20:48,5,41.03
2016-07-18 13:20:49,45,5.47
2016-07-18 13:20:50,46,41.09
2016-07-18 13:20:51,23,42.96
2016-07-18 13:20:52,39,48.32
2016-07-18 13:20:53,34,47.81
2016-07-18 13:20:54,46,7.27
2016-07-18 13:20:55,8,46.46
2016-07-18 13:20:56,13,42.99
2016-07-18 13:20:57,34,11.69
2016-07-18 13:20:58,32,7.6
2016-07-18 13:20:59,3,4.21
2016-07-18 13:21:00,11,13.56
2016-07-18 13:21:01,8,27.15
2016-07-18 13:21:02,37,7.49
2016-07-18 13:21:03,45,41.52
2016-07-18 13:21:04,20,42.44
2016-07-18 13:21:05,45,44.15
2016-07-18 13:21:06,22,16.3
2016-07-18 13:21:07,32,17.48
2016-07-18 13:21:08,18,34.97
2016-07-18 13:21:09,47,6.81
2016-07-18 13:21:10,41,2.99
2016-07-18 13:21:11,8,31.77
2016-07-18 13:21:12,33,45.9
2016-07-18 13:21:13,26,24.56
2016-07-18 13:21:14,37,47.87
2016-07-18 13:21:15,19,1.55
2016-07-18 13:21:16,36,26.77
2016-07-18 13:21:17,13,33.03
2016-07-18 13:21:18,18,20.95
2016-07-18 13:21:19,0,43.1
2016-07-18 13:21:20,40,41.59
2016-07-18 13:21:21,41,5.53
2016-07-18 13:21:22,6,6.12
2016-07-18 13:21:23,18,33.88
2016-07-18 13:21:24,49,39.16
2016-07-18 13:21:25,46,19.98
2016-07-18 13:21:26,5,3.33
2016-07-18 13:21:27,18,9.25
2016-07-18 13:21:28,42,33.08
2016-07-18 13:21:29,12,4.51
2016-07-18 13:21:30,29,13.77
2016-07-18 13:21:31,17,16.38
2016-07-18 13:21:32,46,16.92
2016-07-18 13:21:33,32,42.43
2016-07-18 13:21:34,46,49.56
2016-07-18 13:21:35,6,30.75
2016-07-18 13:21:36,47,34.18
2016-07-18 13:21:37,34,24.69
2016-07-18 13:21:38,11,6.02
2016-07-18 13:21:39,44,5.16
2016-07-18 13:21:40,29,48.56
2016-07-18 13:21:41,4,42.58
2016-07-18 13:21:42,35,39.66
2016-07-18 13:21:43,47,3.29
2016-07-18 13:21:44,46,44.35
2016-07-18 13:21:45,16,34.84
2016-07-18 13:21:46,15,46.32
2016-07-18 13:21:47,5,43.07
2016-07-18 13:21:48,22,9.09
2016-07-18 13:21:50,25,17.76
2016-07-18 13:21:51,3,3.3
2016-07-18 13:21:52,46,18.53
2016-07-18 13:21:53,22,6.22
2016-07-18 13:21:54,23,7.25
2016-07-18 13:21:55,2,7.3
2016-07-18 13:21:56,28,8.01
2016-07-18 13:21:57,16,23.76
2016-07-18 13:21:58,4,15.2
2016-07-18 13:21:59,10,10.46
2016-07-18 13:22:00,36,21.79
2016-07-18 13:22:01,30,46.17
2016-07-18 13:22:02,37,25.46
2016-07-18 13:22:03,13,47.1
2016-07-18 13:22:04,6,35.02
2016-07-18 13:22:05,42,33.3
2016-07-18 13:22:06,6,6.57
2016-07-18 13:22:07,11,44.45
2016-07-18 13:22:08,8,40.74
2016-07-18 13:22:09,25,23.06
2016-07-18 13:22:10,1,13.07
2016-07-18 13:22:11,40,47.99
2016-07-18 13:22:12,13,30.3
2016-07-18 13:22:13,48,0.14
2016-07-18 13:22:14,3,1.97
2016-07-18 13:22:15,16,33.16
2016-07-18 13:22:16,8,40.99
2016-07-18 13:22:17,47,0.53
2016-07-18 13:22:18,0,8.91
2016-07-18 13:22:19,12,17.96
2016-07-18 13:22:20,29,0.43
2016-07-18 13:22:21,11,19.77
2016-07-18 13:22:22,9,36.76
2016-07-18 13:22:23,37,22.3
2016-07-18 13:22:24,18,10.02
2016-07-18 13:22:25,27,37.04
2016-07-18 13:22:26,32,12.98
2016-07-18 13:22:27,34,10.26
2016-07-18 13:22:28,8,33.96
2016-07-18 13:22:29,42,9.67
2016-07-18 13:22:30,13,43.49
2016-07-18 13:22:31,50,40.5
2016-07-18 13:22:32,36,12.7
2016-07-18 13:22:33,31,8.44
2016-07-18 13:22:34,42,32.04
2016-07-18 13:22:35,34,14.1
2016-07-18 13:22:36,19,28.65
2016-07-18 13:22:37,11,49.69
2016-07-18 13:22:38,9,31.05
2016-07-18 13:22:39,33,9.06
2016-07-18 13:22:40,12,37.51
2016-07-18 13:22:41,2,7.86
2016-07-18 13:22:42,50,1.78
2016-07-18 13:22:43,0,36.05
2016-07-18 13:22:44,36,24.29
2016-07-18 13:22:45,34,1.17
2016-07-18 13:22:46,32,26.55
2016-07-18 13:22:47,4,8.26
2016-07-18 13:22:48,48,38.66
2016-07-18 13:22:49,47,36.65
2016-07-18 13:22:50,50,30.25
2016-07-18 13:22:51,20,49.18
2016-07-18 13:22:52,12,35.43
2016-07-18 13:22:53,47,37.75
2016-07-18 13:22:54,1,20.18
2016-07-18 13:22:55,34,38.04
2016-07-18 13:22:56,30,8.63
2016-07-18 13:22:57,5,42.51
2016-07-18 13:22:58,42,12.85
2016-07-18 13:22:59,35,24.62
2016-07-18 13:23:00,10,37
2016-07-18 13:23:01,37,28.66
2016-07-18 13:23:02,15,48.08
2016-07-18 13:23:03,13,9.85
2016-07-18 13:23:04,38,18.74
2016-07-18 13:23:05,0,49.31
2016-07-18 13:23:06,19,19.15
2016-07-18 13:23:07,18,13.11
2016-07-18 13:23:08,34,39.88
2016-07-18 13:23:09,47,34.7
2016-07-18 13:23:10,29,0.3
2016-07-18 13:23:11,44,42.2
2016-07-18 13:23:12,17,45.49
2016-07-18 13:23:13,11,33.24
2016-07-18 13:23:14,32,26.91
2016-07-18 13:23:15,32,0.13
2016-07-18 13:23:16,47,20.72
2016-07-18 13:23:17,0,36.07
2016-07-18 13:23:18,38,20.45
2016-07-18 13:23:19,40,4.01
2016-07-18 13:23:20,7,30.85
2016-07-18 13:23:21,43,2.7
2016-07-18 13:23:22,25,27.92
2016-07-18 13:23:23,31,15.01
2016-07-18 13:23:24,36,34.17
2016-07-18 13:23:25,48,3.05
2016-07-18 13:23:26,43,0.8
2016-07-18 13:23:27,18,38.22
2016-07-18 13:23:28,27,2.95
2016-07-18 13:23:29,13,26.66
2016-07-18 13:23:30,39,31.32
2016-07-18 13:23:31,9,35.12
2016-07-18 13:23:32,49,6.75
2016-07-18 13:23:33,2,20.92
2016-07-18 13:23:34,36,17.33
2016-07-18 13:23:35,12,44.23
2016-07-18 13:23:36,46,20.42
2016-07-18 13:23:37,6,26.63
2016-07-18 13:23:38,33,4.03
2016-07-18 13:23:39,33,36.31
2016-07-18 13:23:40,22,33.53
2016-07-18 13:23:41,47,48.55
2016-07-18 13:23:42,18,44.71
2016-07-18 13:23:43,24,18.35
2016-07-18 13:23:44,23,46.91
2016-07-18 13:23:45,0,18.27
2016-07-18 13:23:46,48,22.23
2016-07-18 13:23:47,46,31.49
2016-07-18 13:23:48,50,35.94
2016-07-18 13:23:49,36,8.79
2016-07-18 13:23:50,31,44.39
2016-07-18 13:23:51,16,17.07
2016-07-18 13:23:52,30,38.6
2016-07-18 13:23:53,16,26.69
2016-07-18 13:23:54,17,39.25
2016-07-18 13:23:55,23,36.52
2016-07-18 13:23:56,19,48.9
2016-07-18 13:23:57,25,36.48
2016-07-18 13:23:58,2,10.2
2016-07-18 13:23:59,36,44.07
2016-07-18 13:24:00,50,38.78
2016-07-18 13:24:01,18,20.59
2016-07-18 13:24:02,11,4.97
2016-07-18 13:24:03,23,42.9
2016-07-18 13:24:04,0,38.81
2016-07-18 13:24:05,28,24.53
2016-07-18 13:24:06,41,40.14
2016-07-18 13:24:07,37,29.19
2016-07-18 13:24:08,12,5.84
2016-07-18 13:24:09,28,47.68
2016-07-18 13:24:10,9,37.25
2016-07-18 13:24:11,21,34.39
2016-07-18 13:24:12,31,24.44
2016-07-18 13:24:13,46,3.35
2016-07-18 13:24:14,23,41.59
2016-07-18 13:24:15,16,33.82
2016-07-18 13:24:16,39,18.22
2016-07-18 13:24:17,21,3.88
2016-07-18 13:24:18,19,28.23
2016-07-18 13:24:19,44,25.41
2016-07-18 13:24:20,41,40.45
2016-07-18 13:24:21,28,3.88
2016-07-18 13:24:22,16,19.48
2016-07-18 13:24:23,49,10.44
2016-07-18 13:24:24,29,49.92
2016-07-18 13:24:25,33,27.3
2016-07-18 13:24:26,27,35.99
2016-07-18 13:24:27,40,35.78
2016-07-18 13:24:28,36,48.46
2016-07-18 13:24:29,23,11.02
2016-07-18 13:24:30,45,29.55
2016-07-18 13:24:31,5,14.29
2016-07-18 13:24:32,49,28.98
2016-07-18 13:24:33,31,41.95
2016-07-18 13:24:34,2,18.09
2016-07-18 13:24:35,49,13.7
2016-07-18 13:24:36,4,16.69
2016-07-18 13:24:37,10,20.83
2016-07-18 13:24:38,41,42.53
2016-07-18 13:24:39,32,2.92
