Train,Stations,Subway transfers,Connections,Station Label
E,World Trade Center [c],A ​C 2 ​3 (IRT Broadway–Seventh Avenue Line at Park Place) N ​R ​W (BMT Broadway Line at Cortlandt Street),None,31
F,Jamaica–179th Street,E,Q3 bus to JFK Int'l Airport,1
F,169th Street,None,Q3 bus to JFK Int'l Airport,2
F,Parsons Boulevard,E,None,3
F,Sutphin Boulevard,None,Q44 Select Bus Service,4
F,Briarwood,E,Q44 Select Bus Service,5
F,Kew Gardens–Union Turnpike,E,Q10 bus to JFK Int'l Airport,6
F,75th Avenue,E,None,7
F,Forest Hills–71st Avenue,E ​​M ​R,LIRR Main Line at Forest Hills,8
F,Jackson Heights–Roosevelt Avenue,E ​​M ​R 7 (IRT Flushing Line),Q47 bus to LaGuardia Airport Marine Air Terminal Q53 Select Bus Service Q70 Select Bus Service to LaGuardia Airport,9
F,21st Street–Queensbridge,None,None,10
F,Roosevelt Island,None,Roosevelt Island Tramway,11
F,Lexington Avenue–63rd Street,F ​ N ​Q ​R Out-of-system transfers with MetroCard: 4 ​5 ​6 <6> (IRT Lexington Avenue Line at 59th Street) N ​R ​W (BMT Broadway Line at Lexington Avenue/59th Street),None,12
F,57th Street,None,None,13
F,47th–50th Streets–Rockefeller Center,B ​D ​​M,None,14
F,42nd Street–Bryant Park,B ​D ​​M 7 <7> ​ (IRT Flushing Line at Fifth Avenue),None,15
F,34th Street–Herald Square,B ​D ​​M N ​Q ​R ​W (BMT Broadway Line),M34 / M34A Select Bus Service PATH at 33rd Street,16
F,23rd Street,M,M23 Select Bus Service PATH at 23rd Street,17
F,14th Street,M 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line at 14th Street) L (BMT Canarsie Line at Sixth Avenue),PATH at 14th Street,18
F,West Fourth Street–Washington Square,B ​D ​​M A ​C ​E (IND Eighth Avenue Line),PATH at 9th Street,19
F,Broadway–Lafayette Street,B ​D ​​M 4 ​6 <6> (IRT Lexington Avenue Line at Bleecker Street),None,20
F,Second Avenue,M,M15 Select Bus Service,21
F,Delancey Street,J M Z ​ (BMT Nassau Street Line at Essex Street),None,22
F,East Broadway,None,None,23
F,York Street,None,None,24
F,Jay Street–MetroTech,A ​C N R ​W (BMT Fourth Avenue Line),None,25
F,Bergen Street,G,None,26
F,Carroll Street,G,None,27
F,Smith–Ninth Streets,G,None,28
F,Fourth Avenue,G D ​N ​R ​W (BMT Fourth Avenue Line at Ninth Street),None,29
F,Seventh Avenue,G,None,30
F,15th Street–Prospect Park,G,None,31
F,Fort Hamilton Parkway,G,None,32
F,Church Avenue,G,One a.m. rush hour trip in each direction begins and ends its run to Manhattan and Queens at this station[a],33
F,Ditmas Avenue,None,None,34
F,18th Avenue,None,None,35
F,Avenue I,None,Manhattan-bound trains do not stop here due to renovations until early 2018.,36
F,Bay Parkway,None,Manhattan-bound trains do not stop here due to renovations until early 2018.,37
F,Avenue N,None,Manhattan-bound trains do not stop here due to renovations until early 2018.,38
F,Avenue P,None,Manhattan-bound trains do not stop here due to renovations until early 2018.,39
F,Kings Highway,None,Some rush hour trips in either direction begin and end their runs to Manhattan and Queens at this station[b],40
F,Avenue U,None,Manhattan-bound trains do not stop here due to renovations until early 2018.,41
F,Avenue X,None,Some northbound a.m. rush hour trips begin at this station,42
F,Neptune Avenue,None,None,43
F,West Eighth Street–New York Aquarium,Q (BMT Brighton Line),None,44
F,Coney Island–Stillwell Avenue,D (BMT West End Line) N (BMT Sea Beach Line) Q (BMT Brighton Line),None,45
G,Court Square,7 <7> ​ (IRT Flushing Line) at Court Square E ​M (IND Queens Boulevard Line at Court Square–23rd Street),None,1
G,21st Street,None,None,2
G,Greenpoint Avenue,None,None,3
G,Nassau Avenue,None,None,4
G,Metropolitan Avenue,L (BMT Canarsie Line at Lorimer Street),None,5
G,Broadway,None,None,6
G,Flushing Avenue,None,None,7
G,Myrtle–Willoughby Avenues,None,None,8
G,Bedford–Nostrand Avenues,None,B44 Select Bus Service,9
G,Classon Avenue,None,None,10
G,Clinton–Washington Avenues,None,None,11
G,Fulton Street,None,None,12
G,Hoyt–Schermerhorn Streets,A ​C (IND Fulton Street Line),None,13
G,Bergen Street,F,None,14
G,Carroll Street,F,None,15
G,Smith–Ninth Streets,F,None,16
G,Fourth Avenue,F D ​N ​R ​W (BMT Fourth Avenue Line at Ninth Street),None,17
G,Seventh Avenue,F,None,18
G,15th Street–Prospect Park,F,None,19
G,Fort Hamilton Parkway,F,None,20
G,Church Avenue,F,None,21
J,Jamaica Center–Parsons/Archer,E,Q44 Select Bus Service,1
J,Sutphin Boulevard–Archer Avenue–JFK Airport,E,AirTrain JFK LIRR at Jamaica Q44 Select Bus Service,2
J,121st Street,None,Q10 bus to JFK Int'l Airport,3
J,111th Street,None,None,4
J,104th Street,None,Manhattan-bound trains will not stop here until early 2018 due to renovations,5
J,Woodhaven Boulevard,None,Q52/Q53 Select Bus Service,6
J,85th Street–Forest Parkway,None,None,7
J,75th Street–Elderts Lane,None,None,8
J,Cypress Hills,None,None,9
J,Crescent Street,None,None,10
J,Norwood Avenue,None,None,11
J,Cleveland Street,None,None,12
J,Van Siclen Avenue,None,None,13
J,Alabama Avenue,None,None,14
J,Broadway Junction,A ​C (IND Fulton Street Line) L (BMT Canarsie Line) M,LIRR Atlantic Branch at East New York Some northbound a.m. rush hour trips begin/terminate at this station[a] Some southbound p.m. rush hour trips begin at this station,15
J,Chauncey Street,M,None,16
J,Halsey Street,M,None,17
J,Gates Avenue,M,None,18
J,Kosciuszko Street,M,B46 Select Bus Service,19
J,Myrtle Avenue–Broadway,M,M shuttle buses to Wyckoff Avenue,20
J,Flushing Avenue,M,B15 bus to JFK Airport,21
J,Lorimer Street,M,None,22
J,Hewes Street,M,None,23
J,Marcy Avenue,M,B44 Select Bus Service,24
J,Essex Street,M F (IND Sixth Avenue Line at Delancey Street),None,25
J,Bowery,None,None,26
J,Canal Street,4 ​6 <6> (IRT Lexington Avenue Line) N ​Q ​R ​W (BMT Broadway Line),None,27
J,Chambers Street,4 ​5 ​6 <6> (IRT Lexington Avenue Line at Brooklyn Bridge–City Hall),None,28
J,Fulton Street,2 ​3 (IRT Broadway–Seventh Avenue Line) 4 ​5 (IRT Lexington Avenue Line) A ​C (IND Eighth Avenue Line) Connection to N ​R ​W (BMT Broadway Line) at Cortlandt Street via Dey Street Passageway,None,29
J,Broad Street,None,None,30
L,Eighth Avenue,A ​C ​E (IND Eighth Avenue Line),None,1
L,Sixth Avenue,1 ​2 ​3 (IRT Broadway–Seventh Avenue Line at 14th Street) F ​M (IND Sixth Avenue Line at 14th Street),PATH at 14th Street,2
L,Union Square,4 ​5 ​6 <6> (IRT Lexington Avenue Line) N ​Q ​R ​W (BMT Broadway Line),None,3
L,Third Avenue,None,None,4
L,First Avenue,None,Northbound M15 Select Bus Service,5
L,Bedford Avenue,None,None,6
L,Lorimer Street,G (IND Crosstown Line at Metropolitan Avenue),None,7
L,Graham Avenue,None,None,8
L,Grand Street,None,None,9
L,Montrose Avenue,None,None,10
L,Morgan Avenue,None,None,11
L,Jefferson Street,None,None,12
L,DeKalb Avenue,None,None,13
L,Myrtle–Wyckoff Avenues,M (BMT Myrtle Avenue Line),Some a.m. rush hour trips begin or end their runs to/from Eighth Avenue at this station[a],14
L,Halsey Street,None,None,15
L,Wilson Avenue,None,Station is ADA-accessible in the northbound direction only.,16
L,Bushwick Avenue–Aberdeen Street,None,None,17
L,Broadway Junction,A ​C (IND Fulton Street Line) J M Z ​ (BMT Jamaica Line),None,18
L,Atlantic Avenue,None,LIRR Atlantic Branch at East New York,19
L,Sutter Avenue,None,None,20
L,Livonia Avenue,None,None,21
L,New Lots Avenue,None,B15 bus to JFK Int'l Airport,22
L,East 105th Street,None,Some northbound rush hour trips begin at this station,23
L,Canarsie–Rockaway Parkway,None,None,24
M,Forest Hills–71st Avenue,E ​F ​​R,LIRR Main Line at Forest Hills,1
M,67th Avenue,R,None,2
M,63rd Drive–Rego Park,R,Q72 bus to LaGuardia Airport,3
M,Woodhaven Boulevard,R,Q52/Q53 Select Bus Service,4
M,Grand Avenue–Newtown,R,Q53 Select Bus Service,5
M,Elmhurst Avenue,R,Q53 Select Bus Service,6
M,Jackson Heights–Roosevelt Avenue,E ​F ​​R 7 (IRT Flushing Line),Q47 bus to LaGuardia Airport Marine Air Terminal Q53 Select Bus Service Q70 Select Bus Service to LaGuardia Airport,7
M,65th Street,R,None,8
M,Northern Boulevard,R,None,9
M,46th Street,R,None,10
M,Steinway Street,R,None,11
M,36th Street,R,None,12
M,Queens Plaza,E ​​R,None,13
M,Court Square–23rd Street,E G (IND Crosstown Line) 7 <7> ​ (IRT Flushing Line),None,14
M,Lexington Avenue–53rd Street,E 6 <6> ​ (IRT Lexington Avenue Line at 51st Street),None,15
M,Fifth Avenue/53rd Street,E,None,16
M,47th–50th Streets–Rockefeller Center,B ​D ​F ​,None,17
M,42nd Street–Bryant Park,B ​D ​F ​ 7 <7> ​ (IRT Flushing Line at Fifth Avenue),None,18
M,34th Street–Herald Square,B ​D ​F ​ N ​Q ​R ​W (BMT Broadway Line),M34/M34A Select Bus Service PATH at 33rd Street,19
M,23rd Street,F,M23 Select Bus Service PATH at 23rd Street,20
M,14th Street,F 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line at 14th Street) L (BMT Canarsie Line at Sixth Avenue),PATH at 14th Street,21
M,West Fourth Street–Washington Square,B ​D ​F ​ A ​C ​E (IND Eighth Avenue Line),PATH at 9th Street,22
M,Broadway–Lafayette Street,B ​D ​F ​ 6 <6> ​ (IRT Lexington Avenue Line at Bleecker Street),None,23
M,Second Avenue,F,M15 Select Bus Service,24
M,Chambers Street,J 4 ​5 6 (IRT Lexington Avenue Line at Brooklyn Bridge–City Hall),Station is served by weekday late evening service that terminates here only,25
M,Canal Street,J 6 (IRT Lexington Avenue Line) N ​Q ​R (BMT Broadway Line),Station is served by weekday late evening service in the Chambers Street-bound direction only,26
M,Bowery,J,Station is served by weekday late evening service in the Chambers Street-bound direction only,27
M,Essex Street,J ​Z F (IND Sixth Avenue Line),Clockwise terminal for weekend trains,28
M,Marcy Avenue,J Z ​,B44 Select Bus Service,29
N,96th Street,​Q ​R,None,1
N,Lexington Avenue–63rd Street,F ​ N ​Q ​R Out-of-system transfers with MetroCard: 4 ​5 ​6 <6> (IRT Lexington Avenue Line at 59th Street) N ​R ​W (BMT Broadway Line at Lexington Avenue/59th Street),None,2
N,Astoria–Ditmars Boulevard,W,None,3
N,Lexington Avenue/59th Street,​R ​W 4 ​5 ​6 <6> (IRT Lexington Avenue Line) Out-of-system transfer with MetroCard: F ​ N ​Q ​R (63rd Street Lines at Lexington Avenue–63rd Street),None,4
N,57th Street–Seventh Avenue,​Q ​R ​W,None,5
N,49th Street,​Q ​R ​W,None,6
N,Times Square–42nd Street,​Q ​R ​W 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line) 7 <7> ​ (IRT Flushing Line) A ​C ​E (IND Eighth Avenue Line at 42nd Street–Port Authority Bus Terminal) S (42nd Street Shuttle),None,7
N,34th Street–Herald Square,​Q ​R ​W B ​D ​F ​M (IND Sixth Avenue Line),None,8
N,28th Street,​Q ​R,None,9
N,23rd Street,​Q ​R,None,10
N,14th Street–Union Square,​Q ​R ​W L (BMT Canarsie Line) 4 ​5 ​6 <6> (IRT Lexington Avenue Line),None,11
N,Eighth Street–New York University,​Q ​R,None,12
N,Prince Street,​Q ​R,None,13
N,Canal Street–Broadway,​Q ​R ​W 6 <6> ​ (IRT Lexington Avenue Line) J M Z ​ (BMT Nassau Street Line),None,14
N,Canal Street,Q 4 ​6 (IRT Lexington Avenue Line) J (BMT Nassau Street Line),None,15
N,Court Street,R 2 (IRT Broadway–Seventh Avenue Line) at Borough Hall 4 ​5 (IRT Eastern Parkway Line) at Borough Hall,None,16
N,DeKalb Avenue,D ​​Q ​R,None,17
N,Atlantic Avenue–Barclays Center,D ​​R ​W B ​Q (BMT Brighton Line) 2 ​3 ​4 ​5 (IRT Eastern Parkway Line),None,18
N,Union Street,D ​​R,None,19
N,Ninth Street,D ​​R F ​G (IND Culver Line at Fourth Avenue),None,20
N,Prospect Avenue,D ​​R,None,21
N,25th Street,D ​​R,None,22
N,36th Street,D ​​R ​W,None,23
N,45th Street,R,None,24
N,53rd Street,R,None,25
N,59th Street,​R ​W,None,26
N,Eighth Avenue,W,None,27
N,Fort Hamilton Parkway,W,None,28
N,New Utrecht Avenue,W D (BMT West End Line at 62nd Street),None,29
N,18th Avenue,W,None,30
N,20th Avenue,W,None,31
N,Bay Parkway,W,None,32
N,Kings Highway,W,None,33
N,Avenue U,W,None,34
N,86th Street,W,None,35
N,Coney Island–Stillwell Avenue,D (BMT West End Line) F (IND Culver Line) Q (BMT Brighton Line),None,36
Q,96th Street,N ​​R,None,1
Q,86th Street,N ​​R,None,2
Q,72nd Street,N ​​R,None,3
Q,Lexington Avenue–63rd Street,F ​ N ​Q ​R Out-of-system transfers with MetroCard: 4 ​5 ​6 <6> (IRT Lexington Avenue Line at 59th Street) N ​R ​W (BMT Broadway Line at Lexington Avenue/59th Street),None,4
Q,57th Street–Seventh Avenue,N ​​R ​W,None,5
Q,49th Street,N,None,6
Q,Times Square–42nd Street,N ​​R ​W 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line) 7 <7> ​ (IRT Flushing Line) A ​C ​E (IND Eighth Avenue Line at 42nd Street–Port Authority Bus Terminal) S (42nd Street Shuttle),None,7
Q,34th Street–Herald Square,N ​​R ​W B ​D ​F ​M (IND Sixth Avenue Line),None,8
Q,28th Street,N,None,9
Q,23rd Street,N,None,10
Q,14th Street–Union Square,N ​​R ​W L (BMT Canarsie Line) 4 ​5 ​6 <6> (IRT Lexington Avenue Line),None,11
Q,Eighth Street–New York University,N,None,12
Q,Prince Street,N,None,13
Q,Canal Street,N ​​R ​W 4 ​6 <6> (IRT Lexington Avenue Line) J M Z ​ (BMT Nassau Street Line),None,14
Q,DeKalb Avenue,B ​D ​N ​​R ​W,None,15
Q,Atlantic Avenue–Barclays Center,B D ​N ​R ​W (BMT Fourth Avenue Line) 2 ​3 ​4 ​5 (IRT Eastern Parkway Line),None,16
Q,Seventh Avenue,B,None,17
Q,Prospect Park,B S (BMT Franklin Avenue Line),None,18
Q,Parkside Avenue,None,None,19
Q,Church Avenue,B,None,20
Q,Beverley Road,None,None,21
Q,Cortelyou Road,None,None,22
Q,Newkirk Plaza,B,None,23
Q,Avenue H,None,None,24
Q,Avenue J,None,None,25
Q,Avenue M,None,None,26
Q,Kings Highway,B,None,27
Q,Avenue U,None,None,28
Q,Neck Road,None,None,29
Q,Sheepshead Bay,B,None,30
Q,Brighton Beach,B,None,31
Q,Ocean Parkway,None,None,32
Q,West Eighth Street–New York Aquarium,F (IND Culver Line),None,33
Q,Coney Island–Stillwell Avenue,D (BMT West End Line) F (IND Culver Line) N (BMT Sea Beach Line),None,34
R,96th Street,N ​Q ​,None,1
R,Lexington Avenue–63rd Street,F ​ N ​Q ​R Out-of-system transfers with MetroCard: 4 ​5 ​6 <6> (IRT Lexington Avenue Line at 59th Street) N ​R ​W (BMT Broadway Line at Lexington Avenue/59th Street),None,2
R,Forest Hills–71st Avenue,E ​F ​M ​,None,3
R,Lexington Avenue/59th Street,N ​​W 4 ​5 ​6 <6> (IRT Lexington Avenue Line) Out-of-system transfer with MetroCard: F ​ N ​Q ​R (63rd Street Lines at Lexington Avenue–63rd Street),None,4
R,57th Street–Seventh Avenue,N ​Q ​​W,None,5
R,49th Street,N ​​W,None,6
R,Times Square–42nd Street,N ​Q ​​W 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line) 7 <7> ​ (IRT Flushing Line) A ​C ​E (IND Eighth Avenue Line at 42nd Street–Port Authority Bus Terminal) S (42nd Street Shuttle),None,7
R,34th Street–Herald Square,N ​Q ​​W B ​D ​F ​M (IND Sixth Avenue Line),None,8
R,28th Street,N ​​W,None,9
R,23rd Street,N ​​W,None,10
R,14th Street–Union Square,N ​Q ​​W L (BMT Canarsie Line) 4 ​5 ​6 <6> (IRT Lexington Avenue Line),None,11
R,Eighth Street–New York University,N ​​W,None,12
R,Prince Street,N ​​W,None,13
R,Canal Street,N ​Q ​​W 4 ​6 (IRT Lexington Avenue Line) J (BMT Nassau Street Line),None,14
R,City Hall,N ​​W,None,15
R,Cortlandt Street,N ​​W 2 ​3 (IRT Broadway–Seventh Avenue Line at Park Place) A ​C (IND Eighth Avenue Line at Chambers Street) E (IND Eighth Avenue Line at World Trade Center),None,16
R,Rector Street,N ​​W,None,17
R,Whitehall Street–South Ferry,N ​​W 1 ​2 (IRT Broadway–Seventh Avenue Line) at South Ferry Out-of-system transfer with MetroCard on weekends only: 4 ​5 (IRT Lexington Avenue Line at Bowling Green),None,18
R,Court Street,N ​W 2 ​3 (IRT Broadway–Seventh Avenue Line at Borough Hall) 4 ​5 (IRT Eastern Parkway Line at Borough Hall),None,19
R,Jay Street–MetroTech,N ​W A ​C F (IND Fulton Street and Culver Lines),None,20
R,DeKalb Avenue,B ​D ​N ​Q ​​W,None,21
R,Atlantic Avenue–Barclays Center,D ​N ​​W B ​Q (BMT Brighton Line) 2 ​3 ​4 ​5 (IRT Eastern Parkway Line),None,22
R,Union Street,D ​N ​​W,None,23
R,Ninth Street,D ​N ​​W F ​G (IND Culver Line at Fourth Avenue),None,24
R,Prospect Avenue,D ​N ​​W,None,25
R,25th Street,D ​N ​​W,None,26
R,36th Street,D ​N ​​W,None,27
R,45th Street,N ​​W,None,28
R,53rd Street,N ​​W,None,29
R,59th Street,N ​​W,None,30
R,Bay Ridge Avenue,None,None,31
R,77th Street,None,None,32
R,86th Street,None,None,33
R,Bay Ridge–95th Street,None,None,34
W,Astoria–Ditmars Boulevard,N,None,1
W,Astoria Boulevard,N,None,2
W,30th Avenue,N,None,3
W,Broadway,N,None,4
W,36th Avenue,N,None,5
W,39th Avenue,N,None,6
W,Queensboro Plaza,N 7 <7> ​ (IRT Flushing Line),None,7
W,Lexington Avenue/59th Street,N ​R ​ 4 ​5 ​6 <6> (IRT Lexington Avenue Line) Out-of-system transfer with MetroCard: F ​ N ​Q ​R (63rd Street Lines at Lexington Avenue–63rd Street),None,8
W,Fifth Avenue–59th Street,N ​R ​,None,9
W,57th Street–Seventh Avenue,N ​Q ​R ​,None,10
W,49th Street,N ​R ​,None,11
W,Times Square–42nd Street,N ​Q ​R ​ 1 ​2 ​3 (IRT Broadway–Seventh Avenue Line) 7 <7> ​ (IRT Flushing Line) S (42nd Street Shuttle) A ​C ​E (IND Eighth Avenue Line at 42nd Street–Port Authority Bus Terminal),None,12
W,34th Street–Herald Square,N ​Q ​R ​ B ​D ​F ​M (IND Sixth Avenue Line),None,13
W,28th Street,R,None,14
W,23rd Street,R,None,15
W,14th Street–Union Square,N ​Q ​R ​ L (BMT Canarsie Line) 4 ​5 ​6 <6> (IRT Lexington Avenue Line),None,16
W,Eighth Street–New York University,R,None,17
W,Prince Street,R,None,18
W,Canal Street,N ​Q ​R ​ 6 <6> (IRT Lexington Avenue Line) J M Z ​ (BMT Nassau Street Line),None,19
W,City Hall,R,None,20
W,Cortlandt Street,R 2 ​3 (IRT Broadway–Seventh Avenue Line at Park Place) A ​C (IND Eighth Avenue Line at Chambers Street) E (IND Eighth Avenue Line at World Trade Center),None,21
W,Rector Street,R,None,22
W,Whitehall Street–South Ferry,R 1 (IRT Broadway–Seventh Avenue Line),None,23
W,Court Street,R 2 ​3 (IRT Broadway–Seventh Avenue Line) at Borough Hall 4 ​5 (IRT Eastern Parkway Line) at Borough Hall,None,24
W,Jay Street–MetroTech,R A ​C F (IND Fulton Street and Culver Lines),None,25
W,DeKalb Avenue,B ​Q ​R ​,None,26
W,Atlantic Avenue–Barclays Center,D ​N ​R ​ B ​Q (BMT Brighton Line) 2 ​3 ​4 ​5 (IRT Eastern Parkway Line),None,27
W,Union Street,R ​,None,28
W,Ninth Street,R ​ F ​G (IND Culver Line at Fourth Avenue),None,29
W,Prospect Avenue,R ​,None,30
W,25th Street,R ​,None,31
W,36th Street,D ​N ​R ​,None,32
W,45th Street,R ​,None,33
W,53rd Street,R ​,None,34
W,59th Street,N ​R ​,None,35
W,Eighth Avenue,N,None,36
W,Fort Hamilton Parkway,N,None,37
W,New Utrecht Avenue,N D (BMT West End Line at 62nd Street),None,38
W,18th Avenue,N,None,39
W,20th Avenue,N,None,40
W,Bay Parkway,N,None,41
W,Kings Highway,N,None,42
W,Avenue U,N,None,43
W,86th Street,N,None,44
Z,Jamaica Center–Parsons/Archer,E,Q44 Select Bus Service,1
Z,Sutphin Boulevard–Archer Avenue–JFK Airport,E,AirTrain JFK LIRR at Jamaica Q44 Select Bus Service,2
Z,121st Street,None,Q10 bus to JFK Int'l Airport,3
Z,111th Street,None,None,4
Z,104th Street,None,Manhattan-bound trains will not stop here until early 2018 due to renovations,5
Z,Woodhaven Boulevard,None,Q52/Q53 Select Bus Service,6
Z,85th Street–Forest Parkway,None,None,7
Z,75th Street–Elderts Lane,None,None,8
Z,Cypress Hills,None,None,9
Z,Crescent Street,None,None,10
Z,Norwood Avenue,None,None,11
Z,Cleveland Street,None,None,12
Z,Van Siclen Avenue,None,None,13
Z,Alabama Avenue,None,None,14
Z,Broadway Junction,A ​C (IND Fulton Street Line) L (BMT Canarsie Line) M,LIRR Atlantic Branch at East New York Some northbound a.m. rush hour trips begin/terminate at this station[a] Some southbound p.m. rush hour trips begin at this station,15
Z,Chauncey Street,M,None,16
Z,Halsey Street,M,None,17
Z,Gates Avenue,M,None,18
Z,Kosciuszko Street,M,B46 Select Bus Service,19
Z,Myrtle Avenue–Broadway,M,M shuttle buses to Wyckoff Avenue,20
Z,Flushing Avenue,M,B15 bus to JFK Airport,21
Z,Lorimer Street,M,None,22
Z,Hewes Street,M,None,23
Z,Marcy Avenue,M,B44 Select Bus Service,24
Z,Essex Street,M F (IND Sixth Avenue Line at Delancey Street),None,25
Z,Bowery,None,None,26
Z,Canal Street,4 ​6 <6> (IRT Lexington Avenue Line) N ​Q ​R ​W (BMT Broadway Line),None,27
Z,Chambers Street,4 ​5 ​6 <6> (IRT Lexington Avenue Line at Brooklyn Bridge–City Hall),None,28
Z,Fulton Street,2 ​3 (IRT Broadway–Seventh Avenue Line) 4 ​5 (IRT Lexington Avenue Line) A ​C (IND Eighth Avenue Line) Connection to N ​R ​W (BMT Broadway Line) at Cortlandt Street via Dey Street Passageway,None,29
Z,Broad Street,None,None,30
