Item_Id,Category,Menu_Item,Store_Name,Price,Sales_Qty,Gross_Sales,Item_Disc,Net_Sales
4003191,entr�e,Club Royale,Jason's Deli,7.09,387,2743.83,0,2743.83
69992,Pizza,The Meats,Coffee Store/Papa John,5.25,523,2745.75,0,2745.75
10033,cold beverages,Monster,Food Court,2.85,1018,2901.3,0,2901.3
30054,cold beverages,Odwalla 15 oz,Food Court,4.19,702,2941.38,0,2941.38
10048,Entr�e,Burrito,Grab n go,2.49,1196,2978.04,0,2978.04
4002526,entr�e-create,1prot saladfull,Food Court,5.99,507,3036.93,0,3036.93
503007,bottled drinks,Minute Maid,Food Court,1.85,1699,3143.15,0,3143.15
2200001,Burger,Pub Burger,Pub,5.99,527,3156.73,0,3156.73
7000015,pub specials,LimitedTimeOffer,Pub,5.99,544,3258.56,0,3258.56
69994,Pizza,Pepperoni,Coffee Store/Papa John,5.25,625,3281.25,0,3281.25
69999,Pizza,Cheese,Coffee Store/Papa John,5.25,631,3312.75,0,3312.75
4003189,entr�e,California Club,Jason's Deli,7.09,518,3672.62,0,3672.62
2600008,pub specials,Quesa Steak,Pub,5.99,644,3857.56,0,3857.56
4003199,entr�e,Santa Fe,Jason's Deli,7.19,537,3861.03,0,3861.03
2600009,pub specials,Quesa Chicken,Pub,5.99,659,3947.41,0,3947.41
2500006,specials,Buff Chk Wrap,Pub,5.99,719,4306.81,0,4306.81
2200003,Burger,Texan Burger,Pub,6.99,617,4312.83,0,4312.83
50017,entr�e,CFA Biscuit,Food Court,2.15,2066,4441.9,0,4441.9
4002528,entr�e-create,1prot potato sw,Food Court,4.25,1090,4632.5,0,4632.5
50002,entr�e,Chargrilled,Food Court,3.75,1263,4736.25,0,4736.25
10049,outtakes,outtakes enterpr,Grab n go,3.572607216,1469,5248.16,0,5248.16
30082,cold beverages,Coke,Food Court,1.85,3315,6132.75,-0.93,6131.82
4000257,Breakfast,Bagel w/ CC Shmr,Einsteins,2.59,2440,6319.6,0,6319.6
2500024,specials,Chickn Tenders,Pub,5.99,1080,6469.2,0,6469.2
10049,outtakes,outtakes enterpr,Coffee Store/Papa John,2.694251261,4561,12288.48,-1.45,12287.03
4002529,sides,1prot potato wh,Food Court,4.25,3692,15691,0,15691
50005,entr�e,8-Nuggets,Food Court,3.09,5295,16361.55,0,16361.55
50006,entr�e,12-Nuggets,Food Court,4.49,4383,19679.67,0,19679.67
50008,side,Waffle Fries,Food Court,1.65,15285,25220.25,0,25220.25
50001,entr�e,CFA Sandwich,Food Court,3.09,12451,38473.59,-160.68,38312.91
8000006,subway,Subway $,Food Court,5.592655453,11177,62509.11,0,62509.11
