LOAN_AMOUNT,SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
875,Services,12/9/2016 21:50,12,9,2016,,,,,,,,,,,,,,
1575,Retail,16/12/2013 19:35,16,12,2013,,,,,,,,,,,,,,
1150,Agriculture,28/10/2014 16:07,28,10,2014,,,,,,,,,,,,,,
2850,Agriculture,22/4/2015 16:29,22,4,2015,,,,,,,,,,,,,,
125,Agriculture,17/8/2017 2:25,17,8,2017,,,,,,,,,,,,,,
150,Food,25/10/2013 5:17,25,10,2013,,,,,,,,,,,,,,
400,Agriculture,4/8/2015 12:49,4,8,2015,,,,,,,,,,,,,,
1050,Retail,4/3/2013 9:34,4,3,2013,,,,,,,,,,,,,,
600,Agriculture,13/2/2017 5:15,13,2,2017,,,,,,,,,,,,,,
225,Personal Use,1/11/2017 3:39,1,11,2017,,,,,,,,,,,,,,
425,Transportation,24/7/2013 6:50,24,7,2013,,,,,,,,,,,,,,
500,Agriculture,6/11/2017 6:32,6,11,2017,,,,,,,,,,,,,,
675,Services,8/5/2014 22:17,8,5,2014,,,,,,,,,,,,,,
350,Agriculture,7/4/2014 3:53,7,4,2014,,,,,,,,,,,,,,
1275,Entertainment,14/11/2014 15:00,14,11,2014,,,,,,,,,,,,,,
600,Personal Use,16/12/2016 14:19,16,12,2016,,,,,,,,,,,,,,
2400,Services,15/3/2013 7:14,15,3,2013,,,,,,,,,,,,,,
2350,Retail,6/12/2015 7:36,6,12,2015,,,,,,,,,,,,,,
150,Housing,4/11/2014 6:23,4,11,2014,,,,,,,,,,,,,,
1100,Food,22/2/2017 17:46,22,2,2017,,,,,,,,,,,,,,
800,Retail,12/3/2015 18:00,12,3,2015,,,,,,,,,,,,,,
1600,Services,11/10/2015 10:28,11,10,2015,,,,,,,,,,,,,,
200,Food,27/4/2017 8:23,27,4,2017,,,,,,,,,,,,,,
3850,Services,27/9/2013 19:47,27,9,2013,,,,,,,,,,,,,,
900,Agriculture,26/12/2016 4:13,26,12,2016,,,,,,,,,,,,,,
975,Food,2/12/2015 13:50,2,12,2015,,,,,,,,,,,,,,
575,Food,19/1/2016 5:02,19,1,2016,,,,,,,,,,,,,,
700,Food,15/9/2017 21:39,15,9,2017,,,,,,,,,,,,,,
350,Retail,4/4/2014 6:23,4,4,2014,,,,,,,,,,,,,,
1875,Education,27/5/2015 9:24,27,5,2015,,,,,,,,,,,,,,
50,Personal Use,24/5/2016 8:19,24,5,2016,,,,,,,,,,,,,,
875,Agriculture,17/3/2017 9:37,17,3,2017,,,,,,,,,,,,,,
250,Personal Use,19/11/2015 6:37,19,11,2015,,,,,,,,,,,,,,
1000,Agriculture,12/12/2013 14:44,12,12,2013,,,,,,,,,,,,,,
425,Food,2/5/2017 15:28,2,5,2017,,,,,,,,,,,,,,
150,Health,19/8/2016 9:33,19,8,2016,,,,,,,,,,,,,,
600,Transportation,23/11/2016 5:56,23,11,2016,,,,,,,,,,,,,,
425,Food,21/3/2013 18:32,21,3,2013,,,,,,,,,,,,,,
1125,Agriculture,14/4/2015 16:46,14,4,2015,,,,,,,,,,,,,,
425,Agriculture,17/3/2014 11:50,17,3,2014,,,,,,,,,,,,,,
300,Food,24/11/2017 5:44,24,11,2017,,,,,,,,,,,,,,
3500,Food,7/12/2015 12:00,7,12,2015,,,,,,,,,,,,,,
600,Food,16/9/2016 7:44,16,9,2016,,,,,,,,,,,,,,
125,Construction,19/7/2013 16:07,19,7,2013,,,,,,,,,,,,,,
1675,Education,7/4/2015 11:39,7,4,2015,,,,,,,,,,,,,,
875,Food,20/9/2016 14:31,20,9,2016,,,,,,,,,,,,,,
400,Food,1/5/2017 3:06,1,5,2017,,,,,,,,,,,,,,
1025,Education,22/8/2014 6:44,22,8,2014,,,,,,,,,,,,,,
500,Agriculture,26/6/2013 7:49,26,6,2013,,,,,,,,,,,,,,
350,Retail,7/9/2016 12:26,7,9,2016,,,,,,,,,,,,,,
275,Food,18/1/2016 2:38,18,1,2016,,,,,,,,,,,,,,
400,Food,15/12/2017 12:44,15,12,2017,,,,,,,,,,,,,,
1000,Agriculture,24/2/2015 10:05,24,2,2015,,,,,,,,,,,,,,
450,Education,14/3/2017 8:27,14,3,2017,,,,,,,,,,,,,,
800,Clothing,15/2/2014 15:14,15,2,2014,,,,,,,,,,,,,,
125,Personal Use,30/1/2017 1:38,30,1,2017,,,,,,,,,,,,,,
1100,Personal Use,4/2/2013 12:27,4,2,2013,,,,,,,,,,,,,,
3175,Agriculture,15/9/2017 20:39,15,9,2017,,,,,,,,,,,,,,
250,Food,5/10/2016 11:41,5,10,2016,,,,,,,,,,,,,,
250,Agriculture,20/11/2013 7:48,20,11,2013,,,,,,,,,,,,,,
225,Retail,26/3/2014 3:01,26,3,2014,,,,,,,,,,,,,,
275,Food,15/6/2014 13:28,15,6,2014,,,,,,,,,,,,,,
125,Personal Use,22/10/2015 3:16,22,10,2015,,,,,,,,,,,,,,
1100,Clothing,23/11/2016 1:41,23,11,2016,,,,,,,,,,,,,,
950,Retail,29/9/2014 9:37,29,9,2014,,,,,,,,,,,,,,
925,Agriculture,14/12/2013 7:19,14,12,2013,,,,,,,,,,,,,,
750,Retail,15/6/2017 17:36,15,6,2017,,,,,,,,,,,,,,
1525,Retail,27/6/2015 0:17,27,6,2015,,,,,,,,,,,,,,
350,Food,27/4/2015 14:25,27,4,2015,,,,,,,,,,,,,,
1000,Food,16/9/2013 21:23,16,9,2013,,,,,,,,,,,,,,
1200,Services,21/10/2013 22:53,21,10,2013,,,,,,,,,,,,,,
500,Retail,27/4/2013 15:08,27,4,2013,,,,,,,,,,,,,,
425,Food,23/2/2015 20:30,23,2,2015,,,,,,,,,,,,,,
250,Retail,27/6/2014 1:54,27,6,2014,,,,,,,,,,,,,,
300,Food,10/6/2016 13:25,10,6,2016,,,,,,,,,,,,,,
750,Agriculture,16/9/2016 13:41,16,9,2016,,,,,,,,,,,,,,
250,Food,5/7/2013 14:43,5,7,2013,,,,,,,,,,,,,,
300,Retail,8/10/2014 8:32,8,10,2014,,,,,,,,,,,,,,
600,Food,19/5/2017 7:00,19,5,2017,,,,,,,,,,,,,,
425,Housing,13/10/2016 2:29,13,10,2016,,,,,,,,,,,,,,
1000,Agriculture,26/11/2015 16:58,26,11,2015,,,,,,,,,,,,,,
125,Agriculture,28/10/2014 13:51,28,10,2014,,,,,,,,,,,,,,
3200,Clothing,17/11/2017 13:40,17,11,2017,,,,,,,,,,,,,,
225,Agriculture,14/9/2017 14:08,14,9,2017,,,,,,,,,,,,,,
375,Food,20/6/2017 10:33,20,6,2017,,,,,,,,,,,,,,
3150,Clothing,10/11/2015 14:00,10,11,2015,,,,,,,,,,,,,,
250,Personal Use,12/3/2013 21:27,12,3,2013,,,,,,,,,,,,,,
1675,Education,16/10/2015 14:05,16,10,2015,,,,,,,,,,,,,,
700,Agriculture,19/2/2014 5:44,19,2,2014,,,,,,,,,,,,,,
100,Personal Use,23/5/2016 2:42,23,5,2016,,,,,,,,,,,,,,
575,Agriculture,20/5/2014 4:27,20,5,2014,,,,,,,,,,,,,,
400,Services,29/11/2017 7:26,29,11,2017,,,,,,,,,,,,,,
3000,Education,22/12/2014 14:21,22,12,2014,,,,,,,,,,,,,,
700,Agriculture,4/3/2013 3:49,4,3,2013,,,,,,,,,,,,,,
750,Food,11/2/2016 9:35,11,2,2016,,,,,,,,,,,,,,
450,Agriculture,2/12/2013 8:26,2,12,2013,,,,,,,,,,,,,,
400,Food,23/11/2016 2:58,23,11,2016,,,,,,,,,,,,,,
1900,Education,8/11/2013 8:06,8,11,2013,,,,,,,,,,,,,,
525,Retail,7/11/2017 7:33,7,11,2017,,,,,,,,,,,,,,
4125,Food,24/8/2013 4:22,24,8,2013,,,,,,,,,,,,,,
500,Services,2/5/2017 23:49,2,5,2017,,,,,,,,,,,,,,
2950,Retail,27/12/2017 23:09,27,12,2017,,,,,,,,,,,,,,
225,Retail,29/11/2015 11:54,29,11,2015,,,,,,,,,,,,,,
3800,Food,8/12/2016 9:39,8,12,2016,,,,,,,,,,,,,,
400,Agriculture,23/10/2014 18:59,23,10,2014,,,,,,,,,,,,,,
250,Retail,12/9/2013 7:44,12,9,2013,,,,,,,,,,,,,,
325,Retail,13/5/2017 12:28,13,5,2017,,,,,,,,,,,,,,
325,Food,19/6/2017 1:32,19,6,2017,,,,,,,,,,,,,,
325,Retail,26/8/2016 7:27,26,8,2016,,,,,,,,,,,,,,
500,Retail,8/1/2013 8:30,8,1,2013,,,,,,,,,,,,,,
725,Transportation,3/9/2013 16:15,3,9,2013,,,,,,,,,,,,,,
500,Retail,26/2/2016 7:23,26,2,2016,,,,,,,,,,,,,,
325,Clothing,25/1/2016 20:11,25,1,2016,,,,,,,,,,,,,,
775,Food,5/6/2013 7:29,5,6,2013,,,,,,,,,,,,,,
175,Retail,22/4/2016 2:31,22,4,2016,,,,,,,,,,,,,,
300,Services,20/1/2017 10:14,20,1,2017,,,,,,,,,,,,,,
850,Services,11/1/2015 8:42,11,1,2015,,,,,,,,,,,,,,
3875,Agriculture,15/11/2017 12:40,15,11,2017,,,,,,,,,,,,,,
200,Agriculture,21/11/2013 11:42,21,11,2013,,,,,,,,,,,,,,
275,Retail,14/9/2016 3:41,14,9,2016,,,,,,,,,,,,,,
1425,Food,17/7/2013 9:25,17,7,2013,,,,,,,,,,,,,,
200,Food,14/12/2017 9:55,14,12,2017,,,,,,,,,,,,,,
200,Retail,2/5/2017 4:38,2,5,2017,,,,,,,,,,,,,,
650,Personal Use,22/5/2013 10:09,22,5,2013,,,,,,,,,,,,,,
875,Education,21/1/2016 15:11,21,1,2016,,,,,,,,,,,,,,
600,Retail,6/6/2013 10:26,6,6,2013,,,,,,,,,,,,,,
475,Services,16/3/2017 10:46,16,3,2017,,,,,,,,,,,,,,
525,Food,21/2/2014 21:42,21,2,2014,,,,,,,,,,,,,,
925,Education,5/10/2017 7:04,5,10,2017,,,,,,,,,,,,,,
500,Clothing,14/9/2014 8:36,14,9,2014,,,,,,,,,,,,,,
875,Retail,21/8/2013 11:54,21,8,2013,,,,,,,,,,,,,,
1450,Agriculture,14/1/2014 21:49,14,1,2014,,,,,,,,,,,,,,
550,Retail,18/2/2016 10:39,18,2,2016,,,,,,,,,,,,,,
1625,Retail,18/2/2016 7:51,18,2,2016,,,,,,,,,,,,,,
600,Agriculture,1/3/2013 13:11,1,3,2013,,,,,,,,,,,,,,
500,Food,30/5/2017 6:49,30,5,2017,,,,,,,,,,,,,,
1200,Agriculture,9/6/2015 4:59,9,6,2015,,,,,,,,,,,,,,
800,Agriculture,7/8/2015 16:09,7,8,2015,,,,,,,,,,,,,,
400,Education,5/8/2016 6:07,5,8,2016,,,,,,,,,,,,,,
550,Personal Use,2/6/2014 18:04,2,6,2014,,,,,,,,,,,,,,
800,Agriculture,20/6/2014 13:18,20,6,2014,,,,,,,,,,,,,,
500,Arts,27/3/2017 23:03,27,3,2017,,,,,,,,,,,,,,
250,Retail,11/9/2013 8:02,11,9,2013,,,,,,,,,,,,,,
4900,Services,18/3/2016 23:18,18,3,2016,,,,,,,,,,,,,,
450,Education,2/3/2017 15:59,2,3,2017,,,,,,,,,,,,,,
875,Education,23/1/2013 4:47,23,1,2013,,,,,,,,,,,,,,
525,Agriculture,20/3/2014 17:09,20,3,2014,,,,,,,,,,,,,,
1025,Retail,12/1/2013 16:25,12,1,2013,,,,,,,,,,,,,,
250,Agriculture,31/7/2014 21:24,31,7,2014,,,,,,,,,,,,,,
175,Food,23/10/2015 1:19,23,10,2015,,,,,,,,,,,,,,
2250,Retail,5/8/2016 13:20,5,8,2016,,,,,,,,,,,,,,
100,Arts,20/7/2016 10:20,20,7,2016,,,,,,,,,,,,,,
325,Agriculture,2/12/2016 5:29,2,12,2016,,,,,,,,,,,,,,
650,Agriculture,26/5/2016 7:24,26,5,2016,,,,,,,,,,,,,,
1075,Food,4/9/2013 9:13,4,9,2013,,,,,,,,,,,,,,
400,Clothing,28/8/2017 7:37,28,8,2017,,,,,,,,,,,,,,
450,Agriculture,10/4/2013 7:54,10,4,2013,,,,,,,,,,,,,,
575,Retail,24/9/2013 5:28,24,9,2013,,,,,,,,,,,,,,
1450,Agriculture,10/8/2017 22:46,10,8,2017,,,,,,,,,,,,,,
300,Housing,3/3/2017 4:54,3,3,2017,,,,,,,,,,,,,,
225,Food,12/5/2015 7:13,12,5,2015,,,,,,,,,,,,,,
200,Food,31/7/2015 6:11,31,7,2015,,,,,,,,,,,,,,
650,Agriculture,20/1/2014 8:54,20,1,2014,,,,,,,,,,,,,,
400,Retail,19/7/2015 14:51,19,7,2015,,,,,,,,,,,,,,
325,Retail,24/5/2017 2:36,24,5,2017,,,,,,,,,,,,,,
1025,Services,11/8/2015 4:39,11,8,2015,,,,,,,,,,,,,,
500,Housing,30/6/2015 22:58,30,6,2015,,,,,,,,,,,,,,
300,Services,30/3/2017 21:38,30,3,2017,,,,,,,,,,,,,,
500,Food,11/11/2016 15:14,11,11,2016,,,,,,,,,,,,,,
275,Retail,4/11/2016 4:22,4,11,2016,,,,,,,,,,,,,,
400,Food,14/3/2017 14:53,14,3,2017,,,,,,,,,,,,,,
325,Health,25/6/2015 7:09,25,6,2015,,,,,,,,,,,,,,
1000,Agriculture,21/4/2016 15:59,21,4,2016,,,,,,,,,,,,,,
100,Food,11/4/2014 8:55,11,4,2014,,,,,,,,,,,,,,
250,Retail,27/1/2016 1:04,27,1,2016,,,,,,,,,,,,,,
250,Education,4/10/2017 2:23,4,10,2017,,,,,,,,,,,,,,
1050,Arts,30/9/2014 16:26,30,9,2014,,,,,,,,,,,,,,
975,Agriculture,13/10/2017 2:04,13,10,2017,,,,,,,,,,,,,,
775,Agriculture,11/3/2013 10:20,11,3,2013,,,,,,,,,,,,,,
200,Services,16/8/2013 16:18,16,8,2013,,,,,,,,,,,,,,
675,Retail,16/1/2015 15:55,16,1,2015,,,,,,,,,,,,,,
150,Retail,25/10/2017 11:32,25,10,2017,,,,,,,,,,,,,,
250,Food,1/3/2016 7:37,1,3,2016,,,,,,,,,,,,,,
100,Agriculture,3/8/2017 17:58,3,8,2017,,,,,,,,,,,,,,
1025,Agriculture,8/5/2013 6:22,8,5,2013,,,,,,,,,,,,,,
600,Agriculture,21/3/2013 13:05,21,3,2013,,,,,,,,,,,,,,
5375,Retail,16/1/2013 16:16,16,1,2013,,,,,,,,,,,,,,
325,Agriculture,17/10/2016 2:43,17,10,2016,,,,,,,,,,,,,,
250,Food,10/3/2015 7:25,10,3,2015,,,,,,,,,,,,,,
700,Food,22/10/2013 0:29,22,10,2013,,,,,,,,,,,,,,
75,Food,17/5/2017 8:11,17,5,2017,,,,,,,,,,,,,,
650,Retail,25/5/2016 6:50,25,5,2016,,,,,,,,,,,,,,
350,Agriculture,16/8/2017 8:20,16,8,2017,,,,,,,,,,,,,,
500,Agriculture,22/7/2014 8:06,22,7,2014,,,,,,,,,,,,,,
250,Retail,16/8/2013 11:45,16,8,2013,,,,,,,,,,,,,,
100,Agriculture,18/7/2015 0:05,18,7,2015,,,,,,,,,,,,,,
600,Retail,9/2/2016 6:08,9,2,2016,,,,,,,,,,,,,,
300,Personal Use,12/10/2015 18:27,12,10,2015,,,,,,,,,,,,,,
300,Retail,13/7/2017 16:56,13,7,2017,,,,,,,,,,,,,,
800,Personal Use,2/12/2013 8:29,2,12,2013,,,,,,,,,,,,,,
200,Agriculture,3/9/2017 15:34,3,9,2017,,,,,,,,,,,,,,
375,Retail,18/4/2013 9:25,18,4,2013,,,,,,,,,,,,,,
350,Services,18/11/2013 7:44,18,11,2013,,,,,,,,,,,,,,
450,Retail,20/11/2015 3:16,20,11,2015,,,,,,,,,,,,,,
1000,Retail,20/2/2013 10:41,20,2,2013,,,,,,,,,,,,,,
425,Food,30/1/2013 12:02,30,1,2013,,,,,,,,,,,,,,
500,Housing,23/6/2014 9:33,23,6,2014,,,,,,,,,,,,,,
375,Retail,5/2/2013 3:07,5,2,2013,,,,,,,,,,,,,,
250,Retail,18/4/2017 2:52,18,4,2017,,,,,,,,,,,,,,
400,Agriculture,1/8/2017 5:23,1,8,2017,,,,,,,,,,,,,,
450,Agriculture,5/3/2015 12:25,5,3,2015,,,,,,,,,,,,,,
350,Clothing,9/10/2013 3:58,9,10,2013,,,,,,,,,,,,,,
450,Arts,15/12/2016 5:07,15,12,2016,,,,,,,,,,,,,,
750,Agriculture,22/7/2016 23:07,22,7,2016,,,,,,,,,,,,,,
1100,Education,29/10/2014 11:15,29,10,2014,,,,,,,,,,,,,,
400,Food,26/12/2017 6:37,26,12,2017,,,,,,,,,,,,,,
1100,Agriculture,18/1/2017 17:16,18,1,2017,,,,,,,,,,,,,,
650,Food,28/6/2016 4:22,28,6,2016,,,,,,,,,,,,,,
4175,Retail,14/5/2014 20:42,14,5,2014,,,,,,,,,,,,,,
1025,Services,27/12/2016 22:11,27,12,2016,,,,,,,,,,,,,,
175,Retail,14/7/2014 12:17,14,7,2014,,,,,,,,,,,,,,
200,Clothing,3/12/2015 5:36,3,12,2015,,,,,,,,,,,,,,
100,Agriculture,8/6/2013 15:36,8,6,2013,,,,,,,,,,,,,,
1175,Retail,19/12/2013 1:06,19,12,2013,,,,,,,,,,,,,,
700,Agriculture,5/9/2014 15:04,5,9,2014,,,,,,,,,,,,,,
575,Housing,29/5/2013 16:27,29,5,2013,,,,,,,,,,,,,,
950,Retail,12/6/2014 5:19,12,6,2014,,,,,,,,,,,,,,
1600,Food,25/5/2015 17:10,25,5,2015,,,,,,,,,,,,,,
1200,Housing,16/7/2013 15:30,16,7,2013,,,,,,,,,,,,,,
125,Food,5/11/2014 9:09,5,11,2014,,,,,,,,,,,,,,
575,Retail,20/3/2015 19:25,20,3,2015,,,,,,,,,,,,,,
225,Food,21/9/2015 7:50,21,9,2015,,,,,,,,,,,,,,
200,Food,23/3/2016 9:34,23,3,2016,,,,,,,,,,,,,,
225,Housing,9/11/2016 9:05,9,11,2016,,,,,,,,,,,,,,
125,Agriculture,17/3/2016 18:00,17,3,2016,,,,,,,,,,,,,,
650,Transportation,22/9/2015 5:09,22,9,2015,,,,,,,,,,,,,,
250,Agriculture,17/2/2017 2:59,17,2,2017,,,,,,,,,,,,,,
1100,Agriculture,9/7/2015 3:05,9,7,2015,,,,,,,,,,,,,,
200,Food,20/8/2013 11:25,20,8,2013,,,,,,,,,,,,,,
225,Retail,22/12/2014 1:30,22,12,2014,,,,,,,,,,,,,,
4825,Clothing,17/12/2014 14:38,17,12,2014,,,,,,,,,,,,,,
250,Retail,15/7/2013 7:28,15,7,2013,,,,,,,,,,,,,,
400,Retail,30/10/2014 12:09,30,10,2014,,,,,,,,,,,,,,
225,Food,11/4/2017 3:13,11,4,2017,,,,,,,,,,,,,,
550,Food,26/8/2015 15:55,26,8,2015,,,,,,,,,,,,,,
450,Personal Use,23/3/2016 6:39,23,3,2016,,,,,,,,,,,,,,
225,Personal Use,8/9/2017 3:24,8,9,2017,,,,,,,,,,,,,,
700,Housing,22/5/2015 9:17,22,5,2015,,,,,,,,,,,,,,
1800,Health,1/3/2016 11:54,1,3,2016,,,,,,,,,,,,,,
250,Agriculture,14/3/2017 12:17,14,3,2017,,,,,,,,,,,,,,
2000,Education,28/6/2017 3:27,28,6,2017,,,,,,,,,,,,,,
1225,Agriculture,2/10/2013 7:15,2,10,2013,,,,,,,,,,,,,,
2475,Food,31/7/2014 16:20,31,7,2014,,,,,,,,,,,,,,
525,Education,11/5/2015 9:36,11,5,2015,,,,,,,,,,,,,,
975,Construction,23/1/2013 4:33,23,1,2013,,,,,,,,,,,,,,
1275,Agriculture,16/3/2017 17:09,16,3,2017,,,,,,,,,,,,,,
425,Retail,2/9/2014 12:24,2,9,2014,,,,,,,,,,,,,,
250,Retail,13/8/2014 14:39,13,8,2014,,,,,,,,,,,,,,
600,Food,29/10/2013 8:10,29,10,2013,,,,,,,,,,,,,,
500,Construction,30/11/2015 20:39,30,11,2015,,,,,,,,,,,,,,
1225,Retail,23/8/2013 14:00,23,8,2013,,,,,,,,,,,,,,
350,Agriculture,16/4/2014 6:05,16,4,2014,,,,,,,,,,,,,,
2400,Food,3/12/2013 13:24,3,12,2013,,,,,,,,,,,,,,
350,Services,18/4/2017 11:20,18,4,2017,,,,,,,,,,,,,,
100,Food,18/9/2017 5:15,18,9,2017,,,,,,,,,,,,,,
300,Retail,22/9/2015 22:06,22,9,2015,,,,,,,,,,,,,,
1925,Agriculture,13/7/2016 4:23,13,7,2016,,,,,,,,,,,,,,
225,Agriculture,27/9/2016 2:04,27,9,2016,,,,,,,,,,,,,,
250,Services,3/1/2017 13:42,3,1,2017,,,,,,,,,,,,,,
725,Clothing,11/12/2013 7:06,11,12,2013,,,,,,,,,,,,,,
500,Clothing,10/5/2016 10:52,10,5,2016,,,,,,,,,,,,,,
250,Food,4/3/2013 7:59,4,3,2013,,,,,,,,,,,,,,
1000,Education,2/4/2014 4:51,2,4,2014,,,,,,,,,,,,,,
300,Agriculture,16/2/2017 11:17,16,2,2017,,,,,,,,,,,,,,
1875,Education,18/12/2014 2:35,18,12,2014,,,,,,,,,,,,,,
425,Retail,28/1/2016 11:42,28,1,2016,,,,,,,,,,,,,,
1500,Retail,14/4/2014 2:11,14,4,2014,,,,,,,,,,,,,,
350,Food,22/6/2017 12:55,22,6,2017,,,,,,,,,,,,,,
5000,Transportation,12/2/2015 11:50,12,2,2015,,,,,,,,,,,,,,
400,Agriculture,30/10/2015 20:40,30,10,2015,,,,,,,,,,,,,,
800,Retail,9/12/2013 14:50,9,12,2013,,,,,,,,,,,,,,
350,Food,14/6/2013 8:52,14,6,2013,,,,,,,,,,,,,,
950,Agriculture,10/9/2013 9:17,10,9,2013,,,,,,,,,,,,,,
250,Education,5/2/2014 9:02,5,2,2014,,,,,,,,,,,,,,
950,Agriculture,29/8/2016 15:40,29,8,2016,,,,,,,,,,,,,,
250,Agriculture,11/7/2014 3:00,11,7,2014,,,,,,,,,,,,,,
425,Retail,18/3/2014 5:21,18,3,2014,,,,,,,,,,,,,,
250,Retail,11/9/2013 16:30,11,9,2013,,,,,,,,,,,,,,
975,Food,19/6/2013 8:45,19,6,2013,,,,,,,,,,,,,,
1250,Clothing,22/3/2016 16:12,22,3,2016,,,,,,,,,,,,,,
175,Agriculture,21/10/2014 5:21,21,10,2014,,,,,,,,,,,,,,
975,Agriculture,24/1/2017 9:28,24,1,2017,,,,,,,,,,,,,,
575,Retail,19/9/2014 6:12,19,9,2014,,,,,,,,,,,,,,
400,Agriculture,28/7/2015 0:18,28,7,2015,,,,,,,,,,,,,,
1775,Retail,25/1/2017 22:45,25,1,2017,,,,,,,,,,,,,,
125,Agriculture,4/10/2016 3:55,4,10,2016,,,,,,,,,,,,,,
1925,Food,21/9/2015 7:53,21,9,2015,,,,,,,,,,,,,,
425,Housing,23/4/2015 7:54,23,4,2015,,,,,,,,,,,,,,
625,Food,29/11/2013 12:05,29,11,2013,,,,,,,,,,,,,,
150,Agriculture,8/8/2014 17:52,8,8,2014,,,,,,,,,,,,,,
1375,Agriculture,10/7/2017 12:01,10,7,2017,,,,,,,,,,,,,,
275,Agriculture,31/1/2014 7:44,31,1,2014,,,,,,,,,,,,,,
700,Food,14/11/2017 19:42,14,11,2017,,,,,,,,,,,,,,
1125,Agriculture,22/9/2014 9:03,22,9,2014,,,,,,,,,,,,,,
625,Retail,23/3/2016 10:46,23,3,2016,,,,,,,,,,,,,,
1400,Food,16/9/2016 13:54,16,9,2016,,,,,,,,,,,,,,
100,Retail,17/11/2014 6:07,17,11,2014,,,,,,,,,,,,,,
125,Personal Use,13/1/2016 8:27,13,1,2016,,,,,,,,,,,,,,
775,Agriculture,27/1/2016 6:10,27,1,2016,,,,,,,,,,,,,,
225,Food,24/6/2016 0:49,24,6,2016,,,,,,,,,,,,,,
200,Food,28/11/2016 7:26,28,11,2016,,,,,,,,,,,,,,
250,Retail,19/6/2015 20:50,19,6,2015,,,,,,,,,,,,,,
200,Agriculture,23/11/2015 11:05,23,11,2015,,,,,,,,,,,,,,
650,Food,6/5/2016 2:29,6,5,2016,,,,,,,,,,,,,,
250,Personal Use,19/7/2016 7:14,19,7,2016,,,,,,,,,,,,,,
325,Housing,28/6/2016 13:15,28,6,2016,,,,,,,,,,,,,,
600,Agriculture,30/9/2013 22:33,30,9,2013,,,,,,,,,,,,,,
475,Clothing,15/9/2015 13:50,15,9,2015,,,,,,,,,,,,,,
125,Clothing,20/3/2013 10:55,20,3,2013,,,,,,,,,,,,,,
225,Education,11/7/2016 3:34,11,7,2016,,,,,,,,,,,,,,
300,Food,15/2/2013 7:48,15,2,2013,,,,,,,,,,,,,,
700,Food,31/8/2015 6:59,31,8,2015,,,,,,,,,,,,,,
350,Retail,6/5/2015 5:47,6,5,2015,,,,,,,,,,,,,,
300,Food,4/1/2017 6:58,4,1,2017,,,,,,,,,,,,,,
1150,Agriculture,15/3/2013 16:30,15,3,2013,,,,,,,,,,,,,,
600,Agriculture,16/9/2014 10:09,16,9,2014,,,,,,,,,,,,,,
225,Agriculture,17/12/2014 9:31,17,12,2014,,,,,,,,,,,,,,
275,Food,6/8/2013 16:43,6,8,2013,,,,,,,,,,,,,,
600,Food,16/5/2017 7:11,16,5,2017,,,,,,,,,,,,,,
325,Retail,12/3/2013 5:55,12,3,2013,,,,,,,,,,,,,,
525,Agriculture,23/4/2014 6:04,23,4,2014,,,,,,,,,,,,,,
925,Services,11/9/2015 16:32,11,9,2015,,,,,,,,,,,,,,
350,Retail,4/4/2013 16:38,4,4,2013,,,,,,,,,,,,,,
475,Services,26/2/2015 6:45,26,2,2015,,,,,,,,,,,,,,
925,Education,4/10/2017 9:59,4,10,2017,,,,,,,,,,,,,,
225,Retail,18/11/2014 3:17,18,11,2014,,,,,,,,,,,,,,
775,Agriculture,20/10/2017 16:32,20,10,2017,,,,,,,,,,,,,,
375,Retail,9/2/2015 12:41,9,2,2015,,,,,,,,,,,,,,
175,Personal Use,25/4/2017 6:45,25,4,2017,,,,,,,,,,,,,,
2450,Agriculture,23/11/2015 1:58,23,11,2015,,,,,,,,,,,,,,
775,Retail,17/7/2013 11:50,17,7,2013,,,,,,,,,,,,,,
250,Retail,13/1/2016 5:44,13,1,2016,,,,,,,,,,,,,,
425,Agriculture,20/4/2017 12:23,20,4,2017,,,,,,,,,,,,,,
525,Agriculture,24/5/2013 6:36,24,5,2013,,,,,,,,,,,,,,
600,Retail,27/9/2017 5:33,27,9,2017,,,,,,,,,,,,,,
650,Retail,16/1/2013 12:59,16,1,2013,,,,,,,,,,,,,,
500,Agriculture,8/6/2016 22:47,8,6,2016,,,,,,,,,,,,,,
375,Services,30/10/2015 9:06,30,10,2015,,,,,,,,,,,,,,
600,Retail,4/8/2015 8:45,4,8,2015,,,,,,,,,,,,,,
1475,Agriculture,25/5/2017 4:39,25,5,2017,,,,,,,,,,,,,,
1200,Services,31/10/2013 10:09,31,10,2013,,,,,,,,,,,,,,
2325,Education,26/1/2016 1:43,26,1,2016,,,,,,,,,,,,,,
475,Food,19/4/2016 15:00,19,4,2016,,,,,,,,,,,,,,
425,Food,1/2/2017 22:40,1,2,2017,,,,,,,,,,,,,,
200,Food,2/12/2013 14:22,2,12,2013,,,,,,,,,,,,,,
350,Retail,18/6/2014 7:21,18,6,2014,,,,,,,,,,,,,,
225,Clothing,17/3/2015 1:26,17,3,2015,,,,,,,,,,,,,,
1300,Food,26/1/2016 4:53,26,1,2016,,,,,,,,,,,,,,
525,Agriculture,15/3/2017 16:27,15,3,2017,,,,,,,,,,,,,,
125,Food,19/5/2017 2:31,19,5,2017,,,,,,,,,,,,,,
575,Agriculture,8/3/2016 6:56,8,3,2016,,,,,,,,,,,,,,
