x,y,value
Patisserie/Cake Shop,Arabian,1
Mediterranean,Food Court,1
Wine Bars,Ethnic Food,1
Hot Pot,Arabian,1
Fast Food,Salad,1
Vegetarian,Shaved Ice,1
Food Delivery Services,Arabian,1
Delis,Wine Bars,1
Live/Raw Food,Gelato,1
Patisserie/Cake Shop,Food Court,1
Italian,Meat Shops,1
Pubs,Mediterranean,1
Desserts,Gelato,1
Beer Bar,Ethnic Food,1
Ethnic Food,Pubs,1
Patisserie/Cake Shop,Piano Bars,1
Food Court,Gelato,1
Meat Shops,Patisserie/Cake Shop,1
Italian,Live/Raw Food,1
Soup,Cantonese,1
Live/Raw Food,Food Court,1
Cantonese,Fast Food,1
Falafel,Shaved Ice,1
Italian,Cheese Shops,1
Food Court,Cheese Shops,1
Cupcakes,Gelato,1
Patisserie/Cake Shop,Turkish,1
Pizza,Piano Bars,1
Wine Bars,Shaved Ice,1
Piano Bars,Cantonese,1
Vegetarian,Persian/Iranian,1
Food Delivery Services,Wine Bars,1
Cantonese,Mediterranean,1
Patisserie/Cake Shop,Gelato,1
Persian/Iranian,Mediterranean,1
Shaved Ice,Mediterranean,1
Cheese Shops,Desserts,1
Wine Bars,Delis,1
Gelato,Piano Bars,1
Patisserie/Cake Shop,Desserts,1
Cheese Shops,Cafes,1
Desserts,Cheese Shops,1
Cantonese,Vegetarian,1
Food Delivery Services,Pizza,1
Meat Shops,Gelato,1
Breweries,Salad,0.8226690939665
Breweries,Soup,0.8226690939665
Mediterranean,Breweries,0.8226690939665
Specialty Food,Breweries,0.8226690939665
Breweries,Shaved Ice,0.8226690939665
Breweries,Wine Bars,0.8226690939665
Cupcakes,Breweries,0.8226690939665
Ethnic Food,Breweries,0.8226690939665
Desserts,Breweries,0.8226690939665
Turkish,Breweries,0.8226690939665
Cantonese,Breweries,0.8226690939665
Breweries,Desserts,0.8226690939665
Salad,Breweries,0.8226690939665
Breweries,Pizza,0.8226690939665
Persian/Iranian,Breweries,0.8226690939665
Breweries,Italian,0.8226690939665
Breweries,Piano Bars,0.8226690939665
Cafes,Breweries,0.8226690939665
Vegetarian,Breweries,0.8226690939665
Breweries,Food Delivery Services,0.8226690939665
Breweries,Persian/Iranian,0.8226690939665
Pizza,Breweries,0.8226690939665
Hot Pot,Breweries,0.8226690939665
Patisserie/Cake Shop,Breweries,0.8226690939665
Delis,Breweries,0.8226690939665
Breweries,Mediterranean,0.8226690939665
Live/Raw Food,Breweries,0.8226690939665
Arabian,Breweries,0.8226690939665
Breweries,Gelato,0.8226690939665
Breweries,Turkish,0.8226690939665
Shaved Ice,Breweries,0.8226690939665
Breweries,Meat Shops,0.8226690939665
Breweries,Vegetarian,0.8226690939665
Breweries,Live/Raw Food,0.8226690939665
Breweries,Cantonese,0.8226690939665
Breweries,Beer Bar,0.8226690939665
Gelato,Breweries,0.8226690939665
Fast Food,Breweries,0.8226690939665
Breweries,Patisserie/Cake Shop,0.8226690939665
Soup,Breweries,0.8226690939665
Breweries,Hot Pot,0.8226690939665
Wine Bars,Breweries,0.8226690939665
Breweries,Cafes,0.8226690939665
Food Delivery Services,Breweries,0.8226690939665
Breweries,Cheese Shops,0.8226690939665
Piano Bars,Breweries,0.8226690939665
Breweries,Fast Food,0.8226690939665
Breweries,Arabian,0.8226690939665
Beer Bar,Breweries,0.8226690939665
Pubs,Breweries,0.8226690939665
Meat Shops,Breweries,0.8226690939665
Breweries,Falafel,0.8226690939665
Falafel,Breweries,0.8226690939665
Cheese Shops,Breweries,0.8226690939665
Breweries,Cupcakes,0.8226690939665
Breweries,Pubs,0.8226690939665
Food Court,Breweries,0.8226690939665
Breweries,Food Court,0.8226690939665
Breweries,Delis,0.8226690939665
Breweries,Specialty Food,0.8226690939665
Italian,Breweries,0.8226690939665
Breweries,Ethnic Food,0.8226690939665
Sushi Bars,Cafes,0.820657954472165
Sushi Bars,Hot Pot,0.820657954472165
Sushi Bars,Turkish,0.820657954472165
Sushi Bars,Salad,0.820657954472165
Sushi Bars,Gelato,0.820657954472165
Sushi Bars,Shaved Ice,0.820657954472165
Salad,Sushi Bars,0.820657954472165
Cantonese,Sushi Bars,0.820657954472165
Italian,Sushi Bars,0.820657954472165
Sushi Bars,Arabian,0.820657954472165
Sushi Bars,Live/Raw Food,0.820657954472165
Falafel,Sushi Bars,0.820657954472165
Sushi Bars,Patisserie/Cake Shop,0.820657954472165
Sushi Bars,Pubs,0.820657954472165
Cheese Shops,Sushi Bars,0.820657954472165
Sushi Bars,Pizza,0.820657954472165
Sushi Bars,Vegetarian,0.820657954472165
Piano Bars,Sushi Bars,0.820657954472165
Sushi Bars,Falafel,0.820657954472165
Soup,Sushi Bars,0.820657954472165
Sushi Bars,Italian,0.820657954472165
Sushi Bars,Delis,0.820657954472165
Fast Food,Sushi Bars,0.820657954472165
Ethnic Food,Sushi Bars,0.820657954472165
Arabian,Sushi Bars,0.820657954472165
Sushi Bars,Cantonese,0.820657954472165
Sushi Bars,Cupcakes,0.820657954472165
Sushi Bars,Food Delivery Services,0.820657954472165
Patisserie/Cake Shop,Sushi Bars,0.820657954472165
Meat Shops,Sushi Bars,0.820657954472165
Sushi Bars,Specialty Food,0.820657954472165
Pizza,Sushi Bars,0.820657954472165
Sushi Bars,Beer Bar,0.820657954472165
Persian/Iranian,Sushi Bars,0.820657954472165
Sushi Bars,Persian/Iranian,0.820657954472165
Sushi Bars,Piano Bars,0.820657954472165
Pubs,Sushi Bars,0.820657954472165
Sushi Bars,Wine Bars,0.820657954472165
Turkish,Sushi Bars,0.820657954472165
Sushi Bars,Meat Shops,0.820657954472165
Sushi Bars,Desserts,0.820657954472165
Beer Bar,Sushi Bars,0.820657954472165
Live/Raw Food,Sushi Bars,0.820657954472165
Delis,Sushi Bars,0.820657954472165
Cupcakes,Sushi Bars,0.820657954472165
Mediterranean,Sushi Bars,0.820657954472165
Sushi Bars,Fast Food,0.820657954472165
Specialty Food,Sushi Bars,0.820657954472165
Sushi Bars,Food Court,0.820657954472165
Hot Pot,Sushi Bars,0.820657954472165
Vegetarian,Sushi Bars,0.820657954472165
Sushi Bars,Ethnic Food,0.820657954472165
Sushi Bars,Mediterranean,0.820657954472165
Sushi Bars,Cheese Shops,0.820657954472165
Desserts,Sushi Bars,0.820657954472165
Gelato,Sushi Bars,0.820657954472165
Cafes,Sushi Bars,0.820657954472165
Food Delivery Services,Sushi Bars,0.820657954472165
Sushi Bars,Soup,0.820657954472165
Wine Bars,Sushi Bars,0.820657954472165
Shaved Ice,Sushi Bars,0.820657954472165
Food Court,Sushi Bars,0.820657954472165
Thai,Falafel,0.812776896524686
Falafel,Thai,0.812776896524686
Thai,Beer Bar,0.812776896524686
Thai,Food Delivery Services,0.812776896524686
Salad,Thai,0.812776896524686
Piano Bars,Thai,0.812776896524686
Ethnic Food,Thai,0.812776896524686
Cupcakes,Thai,0.812776896524686
Thai,Salad,0.812776896524686
Specialty Food,Thai,0.812776896524686
Mediterranean,Thai,0.812776896524686
Thai,Shaved Ice,0.812776896524686
Persian/Iranian,Thai,0.812776896524686
Thai,Italian,0.812776896524686
Thai,Hot Pot,0.812776896524686
Thai,Fast Food,0.812776896524686
Thai,Arabian,0.812776896524686
Thai,Cheese Shops,0.812776896524686
Gelato,Thai,0.812776896524686
Thai,Wine Bars,0.812776896524686
Cheese Shops,Thai,0.812776896524686
Thai,Ethnic Food,0.812776896524686
Shaved Ice,Thai,0.812776896524686
Fast Food,Thai,0.812776896524686
Thai,Desserts,0.812776896524686
Patisserie/Cake Shop,Thai,0.812776896524686
Thai,Meat Shops,0.812776896524686
Turkish,Thai,0.812776896524686
Thai,Persian/Iranian,0.812776896524686
Live/Raw Food,Thai,0.812776896524686
Thai,Piano Bars,0.812776896524686
Desserts,Thai,0.812776896524686
Cafes,Thai,0.812776896524686
Thai,Delis,0.812776896524686
Hot Pot,Thai,0.812776896524686
Thai,Live/Raw Food,0.812776896524686
Wine Bars,Thai,0.812776896524686
Meat Shops,Thai,0.812776896524686
Thai,Soup,0.812776896524686
Thai,Pubs,0.812776896524686
Arabian,Thai,0.812776896524686
Thai,Turkish,0.812776896524686
Thai,Cantonese,0.812776896524686
Thai,Gelato,0.812776896524686
Thai,Cafes,0.812776896524686
Food Court,Thai,0.812776896524686
Thai,Food Court,0.812776896524686
Thai,Mediterranean,0.812776896524686
Cantonese,Thai,0.812776896524686
Thai,Pizza,0.812776896524686
Thai,Specialty Food,0.812776896524686
Pubs,Thai,0.812776896524686
Pizza,Thai,0.812776896524686
Italian,Thai,0.812776896524686
Vegetarian,Thai,0.812776896524686
Thai,Cupcakes,0.812776896524686
Thai,Vegetarian,0.812776896524686
Food Delivery Services,Thai,0.812776896524686
Beer Bar,Thai,0.812776896524686
Thai,Patisserie/Cake Shop,0.812776896524686
Delis,Thai,0.812776896524686
Soup,Thai,0.812776896524686
Cambodian,Meat Shops,0.329597880996515
Meat Shops,Cambodian,0.329597880996515
Cuban,Pubs,0.327793502866869
Pubs,Cuban,0.327793502866869
Piano Bars,Indonesian,0.326942722161999
Indonesian,Piano Bars,0.326942722161999
Taiwanese,Cupcakes,0.326744554398176
Cupcakes,Taiwanese,0.326744554398176
Caribbean,Persian/Iranian,0.325687294415294
Persian/Iranian,Caribbean,0.325687294415294
Spanish,Vegetarian,0.324497066575145
Vegetarian,Spanish,0.324497066575145
Cambodian,Shaved Ice,0.323774534771273
Shaved Ice,Cambodian,0.323774534771273
Turkish,Cuban,0.318396201050011
Cuban,Turkish,0.318396201050011
Specialty Food,Cuban,0.316428058524247
Cuban,Specialty Food,0.316428058524247
Hot Pot,Taiwanese,0.316251467913463
Taiwanese,Hot Pot,0.316251467913463
Salad,Caribbean,0.316147690914
Caribbean,Salad,0.316147690914
Salad,Cambodian,0.315880815363222
Cambodian,Salad,0.315880815363222
Hot Pot,Ukrainian,0.311528321791607
Ukrainian,Hot Pot,0.311528321791607
Salad,Cuban,0.311207285119453
Cuban,Salad,0.311207285119453
Arabian,Taiwanese,0.311015539567341
Taiwanese,Arabian,0.311015539567341
Cambodian,Beer Bar,0.309984506452093
Beer Bar,Cambodian,0.309984506452093
Cantonese,Ukrainian,0.308895517112579
Ukrainian,Cantonese,0.308895517112579
Spanish,Salad,0.308171894126314
Salad,Spanish,0.308171894126314
Cheese Shops,Ukrainian,0.306644206604305
Ukrainian,Cheese Shops,0.306644206604305
Cheese Shops,Cuban,0.30630060216465
Cuban,Cheese Shops,0.30630060216465
Desserts,Cambodian,0.303210368944185
Cambodian,Desserts,0.303210368944185
Vegetarian,Indonesian,0.302789796380479
Indonesian,Vegetarian,0.302789796380479
Italian,Latin American,0.299333670610383
Latin American,Italian,0.299333670610383
Meat Shops,Caribbean,0.29530976810137
Caribbean,Meat Shops,0.29530976810137
Thai,Sushi Bars,0.294905056332414
Sushi Bars,Thai,0.294905056332414
Cuban,Falafel,0.293555145014684
Falafel,Cuban,0.293555145014684
Ukrainian,Meat Shops,0.292279802548917
Meat Shops,Ukrainian,0.292279802548917
Mediterranean,Latin American,0.291891488412469
Latin American,Mediterranean,0.291891488412469
Indonesian,Ethnic Food,0.291536556078479
Ethnic Food,Indonesian,0.291536556078479
Vegetarian,Caribbean,0.291161338094262
Caribbean,Vegetarian,0.291161338094262
Latin American,Salad,0.290026796377974
Salad,Latin American,0.290026796377974
Ukrainian,Persian/Iranian,0.289345389518787
Persian/Iranian,Ukrainian,0.289345389518787
Indonesian,Cafes,0.288695222858378
Cafes,Indonesian,0.288695222858378
Live/Raw Food,Latin American,0.288077982266581
Latin American,Live/Raw Food,0.288077982266581
Mediterranean,Indonesian,0.287921979032077
Indonesian,Mediterranean,0.287921979032077
Ethnic Food,Cambodian,0.287432268288736
Cambodian,Ethnic Food,0.287432268288736
Latin American,Piano Bars,0.287179272846699
Piano Bars,Latin American,0.287179272846699
Live/Raw Food,Taiwanese,0.287169595927372
Taiwanese,Live/Raw Food,0.287169595927372
Shaved Ice,Taiwanese,0.281230788329883
Taiwanese,Shaved Ice,0.281230788329883
Taiwanese,Falafel,0.279427029243253
Falafel,Taiwanese,0.279427029243253
Ukrainian,Food Court,0.278488491556533
Food Court,Ukrainian,0.278488491556533
Shaved Ice,Cuban,0.272906657898061
Cuban,Shaved Ice,0.272906657898061
Cantonese,Indonesian,0.26690659133563
Indonesian,Cantonese,0.26690659133563
Specialty Food,Indonesian,0.264600913201698
Indonesian,Specialty Food,0.264600913201698
Ukrainian,Patisserie/Cake Shop,0.264511044435461
Patisserie/Cake Shop,Ukrainian,0.264511044435461
Spanish,Pubs,0.262017142757542
Pubs,Spanish,0.262017142757542
Wine Bars,Cuban,0.261584507719155
Cuban,Wine Bars,0.261584507719155
Mediterranean,Spanish,0.260152026690323
Spanish,Mediterranean,0.260152026690323
Hot Pot,Latin American,0.259844600295809
Latin American,Hot Pot,0.259844600295809
Mediterranean,Taiwanese,0.259396067270199
Taiwanese,Mediterranean,0.259396067270199
Ukrainian,Gelato,0.258087211248109
Gelato,Ukrainian,0.258087211248109
Latin American,Meat Shops,0.253994475636391
Meat Shops,Latin American,0.253994475636391
Cheese Shops,Indonesian,0.253734471236024
Indonesian,Cheese Shops,0.253734471236024
Gelato,Indonesian,0.252408643250987
Indonesian,Gelato,0.252408643250987
Taiwanese,Food Delivery Services,0.251297125962366
Food Delivery Services,Taiwanese,0.251297125962366
Delis,Indonesian,0.249663827416717
Indonesian,Delis,0.249663827416717
Latin American,Spanish,0.249187144452316
Spanish,Latin American,0.249187144452316
Taiwanese,Sushi Bars,0.249123553484782
Sushi Bars,Taiwanese,0.249123553484782
Cantonese,Taiwanese,0.248836416195405
Taiwanese,Cantonese,0.248836416195405
Turkish,Latin American,0.248192032272243
Latin American,Turkish,0.248192032272243
Soup,Caribbean,0.246904424252825
Caribbean,Soup,0.246904424252825
Cambodian,Food Court,0.246508890228472
Food Court,Cambodian,0.246508890228472
Indonesian,Turkish,0.246399856273407
Turkish,Indonesian,0.246399856273407
Caribbean,Latin American,0.24463408490436
Latin American,Caribbean,0.24463408490436
Cuban,Breweries,0.244297682776929
Breweries,Cuban,0.244297682776929
Indonesian,Ukrainian,0.243654387305847
Ukrainian,Indonesian,0.243654387305847
Ukrainian,Taiwanese,0.242256690799745
Taiwanese,Ukrainian,0.242256690799745
Sushi Bars,Latin American,0.241582317991923
Latin American,Sushi Bars,0.241582317991923
Taiwanese,Breweries,0.24073410862841
Breweries,Taiwanese,0.24073410862841
Turkish,Ukrainian,0.240527532854225
Ukrainian,Turkish,0.240527532854225
Cuban,Spanish,0.239939841435092
Spanish,Cuban,0.239939841435092
Ukrainian,Thai,0.239190932373341
Thai,Ukrainian,0.239190932373341
Taiwanese,Delis,0.239155632055661
Delis,Taiwanese,0.239155632055661
Cambodian,Food Delivery Services,0.238834970660322
Food Delivery Services,Cambodian,0.238834970660322
Latin American,Pizza,0.235929634764883
Pizza,Latin American,0.235929634764883
Ukrainian,Falafel,0.235410163616255
Falafel,Ukrainian,0.235410163616255
Turkish,Caribbean,0.235024527171263
Caribbean,Turkish,0.235024527171263
Cuban,Food Court,0.234984091752537
Food Court,Cuban,0.234984091752537
Cambodian,Caribbean,0.234624958456987
Caribbean,Cambodian,0.234624958456987
Indonesian,Fast Food,0.234065764902683
Fast Food,Indonesian,0.234065764902683
Taiwanese,Cambodian,0.233596571153096
Cambodian,Taiwanese,0.233596571153096
Hot Pot,Spanish,0.231919884920543
Spanish,Hot Pot,0.231919884920543
Ukrainian,Salad,0.230940440953481
Salad,Ukrainian,0.230940440953481
Fast Food,Caribbean,0.230923525074922
Caribbean,Fast Food,0.230923525074922
Shaved Ice,Latin American,0.230493799349593
Latin American,Shaved Ice,0.230493799349593
Breweries,Caribbean,0.230263166901808
Caribbean,Breweries,0.230263166901808
Cuban,Beer Bar,0.230255985754158
Beer Bar,Cuban,0.230255985754158
Desserts,Indonesian,0.228235078787893
Indonesian,Desserts,0.228235078787893
Cambodian,Cupcakes,0.228043414421949
Cupcakes,Cambodian,0.228043414421949
Pubs,Latin American,0.228015558187969
Latin American,Pubs,0.228015558187969
Caribbean,Ethnic Food,0.225963144880247
Ethnic Food,Caribbean,0.225963144880247
Cuban,Soup,0.224360090562941
Soup,Cuban,0.224360090562941
Cambodian,Ukrainian,0.223233074126533
Ukrainian,Cambodian,0.223233074126533
Indonesian,Food Court,0.222324381841883
Food Court,Indonesian,0.222324381841883
Turkish,Spanish,0.221051404834906
Spanish,Turkish,0.221051404834906
Beer Bar,Ukrainian,0.220490054807611
Ukrainian,Beer Bar,0.220490054807611
Italian,Indonesian,0.217399115208381
Indonesian,Italian,0.217399115208381
Taiwanese,Ethnic Food,0.216914300434733
Ethnic Food,Taiwanese,0.216914300434733
Cambodian,Spanish,0.21634544569653
Spanish,Cambodian,0.21634544569653
Delis,Latin American,0.216116144795626
Latin American,Delis,0.216116144795626
Specialty Food,Spanish,0.214423754860254
Spanish,Specialty Food,0.214423754860254
Hot Pot,Indonesian,0.21431179409093
Indonesian,Hot Pot,0.21431179409093
Delis,Ukrainian,0.212427384320129
Ukrainian,Delis,0.212427384320129
Fast Food,Spanish,0.211312630477627
Spanish,Fast Food,0.211312630477627
Falafel,Cambodian,0.210501843421532
Cambodian,Falafel,0.210501843421532
Taiwanese,Cuban,0.210447111078846
Cuban,Taiwanese,0.210447111078846
Mediterranean,Cambodian,0.210143422584444
Cambodian,Mediterranean,0.210143422584444
Ukrainian,Italian,0.208817290562913
Italian,Ukrainian,0.208817290562913
Taiwanese,Indonesian,0.208343763726188
Indonesian,Taiwanese,0.208343763726188
Ukrainian,Specialty Food,0.206773075929736
Specialty Food,Ukrainian,0.206773075929736
Pubs,Taiwanese,0.206451118546579
Taiwanese,Pubs,0.206451118546579
Gelato,Cuban,0.205303499423137
Cuban,Gelato,0.205303499423137
Ukrainian,Soup,0.204946756748027
Soup,Ukrainian,0.204946756748027
Latin American,Soup,0.204020907064446
Soup,Latin American,0.204020907064446
Cafes,Taiwanese,0.20111747826326
Taiwanese,Cafes,0.20111747826326
Gelato,Latin American,0.200871005201027
Latin American,Gelato,0.200871005201027
Indonesian,Beer Bar,0.199862239320244
Beer Bar,Indonesian,0.199862239320244
Gelato,Taiwanese,0.197304261630618
Taiwanese,Gelato,0.197304261630618
Spanish,Pizza,0.195519470160701
Pizza,Spanish,0.195519470160701
Vegetarian,Latin American,0.195493696314925
Latin American,Vegetarian,0.195493696314925
Cuban,Cupcakes,0.195267762815118
Cupcakes,Cuban,0.195267762815118
Arabian,Caribbean,0.194025597396906
Caribbean,Arabian,0.194025597396906
Cambodian,Thai,0.192259734859509
Thai,Cambodian,0.192259734859509
Desserts,Spanish,0.190941891486798
Spanish,Desserts,0.190941891486798
Spanish,Cafes,0.190615121486742
Cafes,Spanish,0.190615121486742
Italian,Cambodian,0.189765281583959
Cambodian,Italian,0.189765281583959
Vegetarian,Taiwanese,0.188019337899075
Taiwanese,Vegetarian,0.188019337899075
Salad,Taiwanese,0.187974826393131
Taiwanese,Salad,0.187974826393131
Taiwanese,Pizza,0.186432959235429
Pizza,Taiwanese,0.186432959235429
Cuban,Cantonese,0.185564997010445
Cantonese,Cuban,0.185564997010445
Caribbean,Patisserie/Cake Shop,0.185516913660246
Patisserie/Cake Shop,Caribbean,0.185516913660246
Falafel,Latin American,0.185254817519572
Latin American,Falafel,0.185254817519572
Fast Food,Taiwanese,0.184211012536308
Taiwanese,Fast Food,0.184211012536308
Arabian,Ukrainian,0.18201221047597
Ukrainian,Arabian,0.18201221047597
Desserts,Taiwanese,0.179606488375683
Taiwanese,Desserts,0.179606488375683
Delis,Caribbean,0.178391041359573
Caribbean,Delis,0.178391041359573
Specialty Food,Cambodian,0.177718965813506
Cambodian,Specialty Food,0.177718965813506
Cuban,Arabian,0.175580703193547
Arabian,Cuban,0.175580703193547
Caribbean,Spanish,0.175425141552255
Spanish,Caribbean,0.175425141552255
Specialty Food,Caribbean,0.174675196966043
Caribbean,Specialty Food,0.174675196966043
Cambodian,Persian/Iranian,0.173593777397919
Persian/Iranian,Cambodian,0.173593777397919
Cambodian,Cafes,0.171198294648128
Cafes,Cambodian,0.171198294648128
Delis,Cambodian,0.171193070199767
Cambodian,Delis,0.171193070199767
Italian,Caribbean,0.171043510463576
Caribbean,Italian,0.171043510463576
Patisserie/Cake Shop,Indonesian,0.170931411776087
Indonesian,Patisserie/Cake Shop,0.170931411776087
Spanish,Indonesian,0.170379646266848
Indonesian,Spanish,0.170379646266848
Turkish,Cambodian,0.1701960723055
Cambodian,Turkish,0.1701960723055
Food Delivery Services,Caribbean,0.168225825749156
Caribbean,Food Delivery Services,0.168225825749156
Laotian,Latin American,0.166597774260347
Latin American,Laotian,0.166597774260347
Arabian,Egyptian,0.166520092590317
Egyptian,Arabian,0.166520092590317
Egyptian,Shanghainese,0.16603834994081
Shanghainese,Egyptian,0.16603834994081
Latin American,Indonesian,0.165672895008766
Indonesian,Latin American,0.165672895008766
Hot Pot,Bangladeshi,0.165612814139695
Bangladeshi,Hot Pot,0.165612814139695
Mediterranean,Egyptian,0.165412567864408
Egyptian,Mediterranean,0.165412567864408
Cheese Shops,Spanish,0.16516901363453
Spanish,Cheese Shops,0.16516901363453
Indonesian,Arabian,0.164885022487849
Arabian,Indonesian,0.164885022487849
Egyptian,Brazilian,0.164833946751633
Brazilian,Egyptian,0.164833946751633
Food Delivery Services,Spanish,0.163913889027674
Spanish,Food Delivery Services,0.163913889027674
Latin American,Cheese Shops,0.162772633998251
Cheese Shops,Latin American,0.162772633998251
Laotian,Breweries,0.162664204136398
Breweries,Laotian,0.162664204136398
Soup,Spanish,0.161787509676499
Spanish,Soup,0.161787509676499
Egyptian,Pubs,0.16178589987903
Pubs,Egyptian,0.16178589987903
Soup,Bangladeshi,0.161638214937206
Bangladeshi,Soup,0.161638214937206
Food Court,Laotian,0.161603055842944
Laotian,Food Court,0.161603055842944
Brazilian,Taiwanese,0.161264194911525
Taiwanese,Brazilian,0.161264194911525
Pizza,Egyptian,0.161220618229723
Egyptian,Pizza,0.161220618229723
Cheese Shops,Laotian,0.160891603855885
Laotian,Cheese Shops,0.160891603855885
Thai,Brazilian,0.160628922947944
Brazilian,Thai,0.160628922947944
Italian,Taiwanese,0.160570500278255
Taiwanese,Italian,0.160570500278255
Piano Bars,Filipino,0.159951500284371
Filipino,Piano Bars,0.159951500284371
Bangladeshi,Food Court,0.159266627205089
Food Court,Bangladeshi,0.159266627205089
Dominican,Middle Eastern,0.159110917953785
Middle Eastern,Dominican,0.159110917953785
Gelato,Egyptian,0.158697263107123
Egyptian,Gelato,0.158697263107123
Soup,Middle Eastern,0.158386215458621
Middle Eastern,Soup,0.158386215458621
Beer Bar,Taiwanese,0.158272273383891
Taiwanese,Beer Bar,0.158272273383891
Italian,Dominican,0.157779307551171
Dominican,Italian,0.157779307551171
Filipino,Sushi Bars,0.157479016938754
Sushi Bars,Filipino,0.157479016938754
Ukrainian,Cupcakes,0.157465060230518
Cupcakes,Ukrainian,0.157465060230518
Dominican,Latin American,0.157458913431427
Latin American,Dominican,0.157458913431427
Brazilian,Delis,0.157168866987136
Delis,Brazilian,0.157168866987136
Egyptian,Cheese Shops,0.156832812486391
Cheese Shops,Egyptian,0.156832812486391
Shanghainese,Patisserie/Cake Shop,0.156217832107663
Patisserie/Cake Shop,Shanghainese,0.156217832107663
Latin American,Wine Bars,0.156148096365981
Wine Bars,Latin American,0.156148096365981
Patisserie/Cake Shop,Dominican,0.156012333312916
Dominican,Patisserie/Cake Shop,0.156012333312916
Caribbean,Beer Bar,0.155574084400588
Beer Bar,Caribbean,0.155574084400588
Brazilian,Italian,0.155523557440521
Italian,Brazilian,0.155523557440521
Egyptian,Middle Eastern,0.15508172132452
Middle Eastern,Egyptian,0.15508172132452
Delis,Shanghainese,0.154842486839164
Shanghainese,Delis,0.154842486839164
Egyptian,Salad,0.154787293273197
Salad,Egyptian,0.154787293273197
Brazilian,Fast Food,0.154519668463478
Fast Food,Brazilian,0.154519668463478
Sushi Bars,Indonesian,0.154484584374534
Indonesian,Sushi Bars,0.154484584374534
Food Court,Dominican,0.154366381447846
Dominican,Food Court,0.154366381447846
Egyptian,Wine Bars,0.154288853609126
Wine Bars,Egyptian,0.154288853609126
Indonesian,Shanghainese,0.153997147895836
Shanghainese,Indonesian,0.153997147895836
Shanghainese,Filipino,0.153236439253861
Filipino,Shanghainese,0.153236439253861
Egyptian,Cupcakes,0.152214542768404
Cupcakes,Egyptian,0.152214542768404
Middle Eastern,Meat Shops,0.152188837464547
Meat Shops,Middle Eastern,0.152188837464547
Shanghainese,Brazilian,0.152147664426019
Brazilian,Shanghainese,0.152147664426019
Meat Shops,Egyptian,0.151724982868925
Egyptian,Meat Shops,0.151724982868925
Filipino,Cantonese,0.151197570079678
Cantonese,Filipino,0.151197570079678
Pubs,Caribbean,0.150340188461007
Caribbean,Pubs,0.150340188461007
Spanish,Live/Raw Food,0.149001757517267
Live/Raw Food,Spanish,0.149001757517267
Ukrainian,Mediterranean,0.148641341354809
Mediterranean,Ukrainian,0.148641341354809
Soup,Filipino,0.14814014411267
Filipino,Soup,0.14814014411267
Latin American,Food Delivery Services,0.147308543876436
Food Delivery Services,Latin American,0.147308543876436
Indonesian,Meat Shops,0.147178527707084
Meat Shops,Indonesian,0.147178527707084
Live/Raw Food,Brazilian,0.146909841269687
Brazilian,Live/Raw Food,0.146909841269687
Falafel,Spanish,0.146482310953339
Spanish,Falafel,0.146482310953339
Bangladeshi,Turkish,0.146239437569032
Turkish,Bangladeshi,0.146239437569032
Soup,Taiwanese,0.146088894968887
Taiwanese,Soup,0.146088894968887
Laotian,Specialty Food,0.145973900571099
Specialty Food,Laotian,0.145973900571099
Taiwanese,Turkish,0.145548965634209
Turkish,Taiwanese,0.145548965634209
Falafel,Filipino,0.145318888496345
Filipino,Falafel,0.145318888496345
Vegetarian,Cuban,0.145286465000956
Cuban,Vegetarian,0.145286465000956
Latin American,Ukrainian,0.145154706613677
Ukrainian,Latin American,0.145154706613677
Cheese Shops,Dominican,0.145040330217846
Dominican,Cheese Shops,0.145040330217846
Brazilian,Beer Bar,0.144594401190079
Beer Bar,Brazilian,0.144594401190079
Spanish,Gelato,0.143955045893718
Gelato,Spanish,0.143955045893718
Laotian,Desserts,0.14378466289029
Desserts,Laotian,0.14378466289029
Filipino,Food Delivery Services,0.143501722184378
Food Delivery Services,Filipino,0.143501722184378
Bangladeshi,Cuban,0.143411155986909
Cuban,Bangladeshi,0.143411155986909
Wine Bars,Spanish,0.142629564104933
Spanish,Wine Bars,0.142629564104933
Filipino,Breweries,0.142564404324879
Breweries,Filipino,0.142564404324879
Arabian,Spanish,0.142329621623752
Spanish,Arabian,0.142329621623752
Laotian,Italian,0.142040008417925
Italian,Laotian,0.142040008417925
Ukrainian,Caribbean,0.142029718204193
Caribbean,Ukrainian,0.142029718204193
Egyptian,Food Delivery Services,0.141929703253754
Food Delivery Services,Egyptian,0.141929703253754
Dominican,Pizza,0.141878210046204
Pizza,Dominican,0.141878210046204
Dominican,Ethnic Food,0.141614853064225
Ethnic Food,Dominican,0.141614853064225
Taiwanese,Bangladeshi,0.141376361699552
Bangladeshi,Taiwanese,0.141376361699552
Vegetarian,Laotian,0.140980793368116
Laotian,Vegetarian,0.140980793368116
Hot Pot,Middle Eastern,0.14053655822449
Middle Eastern,Hot Pot,0.14053655822449
Shanghainese,Gelato,0.140390679475356
Gelato,Shanghainese,0.140390679475356
Caribbean,Shanghainese,0.140344758108379
Shanghainese,Caribbean,0.140344758108379
Hot Pot,Caribbean,0.139843685440305
Caribbean,Hot Pot,0.139843685440305
Brazilian,Cuban,0.139688951514652
Cuban,Brazilian,0.139688951514652
Cafes,Egyptian,0.139145679884652
Egyptian,Cafes,0.139145679884652
