name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Calgary / Okotoks Air Park,50.7352981567,-113.934997559,CA,Calgary,3601
Doig Airport,56.95000076293945,-119.51699829101562,CA,Doig,3500
Manning Airport,56.950801849365234,-117.64399719238281,CA,Manning,1612
Vulcan Airport,50.404701232910156,-113.28299713134766,CA,Vulcan,3437
Chestermere (Kirkby Field) Airport,51.04169845581055,-113.75199890136719,CA,Chestermere,3339
Grist Lake Airport,55.400001525878906,-110.48300170898438,CA,Grist Lake,2000
Winters Aire Park Airport,50.904819014699996,-113.796215057,CA,Indus,3370
Pine Lake,60.10309982299805,-130.9340057373047,CA,Pine Lake,3250
Turner Valley Bar N Ranch Airport,50.65439987182617,-114.34400177001953,CA,Turner Valley Bar N Ranch,4210
Schlenker Airport,49.96670150756836,-110.71700286865234,CA,Medicine Hat,2365
Sundre / Goodwins Farm Airport,51.739805714700005,-114.662600756,CA,Sundre,3700
Okoyo Airport,-1.448330044746399,15.0733003616333,CG,Okoyo,0
Bishell's Airport,51.582801818847656,-114.052001953125,CA,Carstairs,3400
Cape Gloucester Airport,-5.458965268199999,148.432416916,PG,Cape Gloucester,0
Edmonton / Goyer Field,53.5762892197,-112.982025146,CA,,2400
Casiguran Airport,16.1941,122.0651,PH,Casiguran,48
Gahcho Kue,63.43305587768555,-109.19972229003906,CA,,1371
Harrow Airport,42.05939865112305,-82.8407974243164,CA,Harrow,610
Eaglesham (South) Airport,55.67110061645508,-117.93599700927734,CA,Eaglesham,1920
George Lake Aerodrome,65.928056,-102.462222,CA,,1150
Goose Lake Aerodrome,65.552778,-106.433611,CA,,907
Chinguetti Airport,20.5055,-12.3978,MR,Chinguetti,1775
Grand Valley / Luther Field,43.976388889,-80.38527778,CA,,1602
Grand Valley North,43.962501525878906,-80.35416412353516,CA,,0
Grand Valley (Black Field),43.8600915245,-80.28868675230001,CA,,1580
Grand Valley (Martin Field),43.8748961118,-80.2824425697,CA,,1550
Hayes Camp Aerodrome,66.655556,-91545,CA,,780
Thamesford (Harydale Farms),43.1083333333,-81.01916666670002,CA,Thamesford,1050
Ottawa / Manotick (Hope Field),45.190601348899996,-75.70860290530001,CA,Manotick,315
Harbour Grace Airport,47.68560028076172,-53.25389862060547,CA,Harbour Grace,325
Spiritwood / H & M Fast Farms,53275,-107.57027778,CA,,2250
Circle Hot Springs Airport,65.485496521,-144.610992432,US,Circle Hot Springs,956
Highgate (South),42.4736111111,-81.82194444439999,CA,,740
Morden Airport,49.21030044555664,-98.05919647216797,CA,Morden,950
Nestor Falls Airport,49.14030075073242,-93.91690063476562,CA,Nestor Falls,1195
Arcola Airport,49.63330078125,-102.48300170898438,CA,Arcola,1985
Friendship Field,49.49140167236328,-98.01860046386719,CA,Carman,882
Steinbach Airport,49.549400329589844,-96.67939758300781,CA,Steinbach,850
Moosomin Airport,50.16859817504883,-101.64399719238281,CA,Moosomin,1853
Gods Lake Airport,54.77920150756836,-93.71690368652344,CA,Gods Lake,605
Kyle Airport,50.83330154418945,-108.06999969482422,CA,Kyle,2175
Craik Airport,51.05609893798828,-105.83799743652344,CA,Craik,1950
Davidson Municipal Airport,51.247798919677734,-105.97599792480469,CA,Davidson,2025
Central Butte Airport,50.80139923095703,-106.48799896240234,CA,Central Butte,2030
Shaunavon Airport,49.65810012817383,-108.40599822998047,CA,Shaunavon,3028
Hafford Airport,52.732200622558594,-107.3740005493164,CA,Hafford,1935
Laurie River Airport,56.2486000061,-101.304000854,CA,Laurie River,1200
Cudworth Municipal Airport,52.483299255371094,-105.71700286865234,CA,Cudworth,1878
Birch Hills Airport,52.99079895019531,-105.44499969482422,CA,Birch Hills,1500
Leader Airport,50.877201080322266,-109.5009994506836,CA,Leader,2201
Dore Lake Airport,54.61669921875,-107.38300323486328,CA,Dore Lake,1565
Weyburn Airport,49.6974983215332,-103.8010025024414,CA,Weyburn,1934
Snow Lake Airport,54.89720153808594,-99.81890106201172,CA,Snow Lake,993
Glaslyn Airport,53.377201080322266,-108.34200286865234,CA,Glaslyn,2250
Paradise Hill Airport,53.535301208496094,-109.43399810791016,CA,Paradise Hill,1927
Ashern Airport,51.158599853515625,-98.33190155029297,CA,Ashern,976
Île-à-la-Crosse Airport,55.48970031738281,-107.93000030517578,CA,Île-à-la-Crosse,1394
West Poplar Airport,49.00310134887695,-106.38700103759766,CA,West Poplar,2885
Biggar Airport,52.05110168457031,-107.98799896240234,CA,Biggar,2130
Eatonia (Elvie Smith) Municipal Airport,51.21889877319336,-109.39299774169922,CA,Eatonia,2365
Gilbert Plains Airport,51.13330078125,-100.5,CA,Gilbert Plains,1310
Maidstone Airport,53.094398498535156,-109.32499694824219,CA,Maidstone,1975
Ferland Airport,49.44499969482422,-106.93199920654297,CA,Ferland,2550
Leask Airport,53.016700744628906,-106.75,CA,Leask,1715
Ellen Church Field,43.3652992249,-92.133102417,US,Cresco,1279
Glenboro Airport,49.54999923706055,-99.33329772949219,CA,Glenboro,1240
Wildwood / Loche Mist Farms Airstrip,53.546529605,-115.260658264,CA,,2880
Deloraine Airport,49.15060043334961,-100.5009994506836,CA,Deloraine,1680
Cabri Airport,50.61940002441406,-108.46600341796875,CA,Cabri,2175
Macklin Airport,52.34280014038086,-109.91899871826172,CA,Macklin,2280
Gunisao Lake Airport,53.52000045776367,-96.37110137939453,CA,Gunisao Lake,886
Beauval Airport,55.11029815673828,-107.71600341796875,CA,Beauval,1436
Esterhazy Airport,50.642799377441406,-102.0999984741211,CA,Esterhazy,1700
Gull Lake Airport,50.05780029296875,-108.48999786376953,CA,Gull Lake,2665
Preeceville Airport,51.95000076293945,-102.6500015258789,CA,Preeceville,1750
Hatchet Lake Airport,58.662498474121094,-103.53800201416016,CA,Hatchet Lake,1362
La Loche Airport,56.47330093383789,-109.40399932861328,CA,La Loche,1501
Winnipeg / Lyncrest Airport,49.8525009155,-96.9736022949,CA,Winnipeg,775
Altona Municipal Airport,49.094398498535156,-97.53389739990234,CA,Altona,806
Kasba Lake Airport,60.291900634765625,-102.50199890136719,CA,Kasba Lake,1131
Radisson Airport,52.46310043334961,-107.37699890136719,CA,Radisson,1675
Ituna Airport,51.14609909057617,-103.4260025024414,CA,Ituna,2200
Gravelbourg Airport,49.866207122802734,-106.57107543945312,CA,Gravelbourg,2296
Frontier Airport,49.16669845581055,-108.56700134277344,CA,Frontier,2960
Arborfield Airport,53.1077995300293,-103.6510009765625,CA,Arborfield,1183
Kamsack Airport,51.55970001220703,-101.87899780273438,CA,Kamsack,1510
Assiniboia Airport,49.73469924926758,-105.9469985961914,CA,Assiniboia,2370
Corman Air Park,52.0005989074707,-106.46299743652344,CA,Saskatoon,1690
Little Churchill River / Dunlop's Fly-In Lodge Airport,56.5800018311,-96.24749755859999,CA,Little Churchill River,700
Kerrobert Airport,51.92689895629883,-109.12899780273438,CA,Kerrobert,2208
Camsell Portage Airport,59.61000061035156,-109.26699829101562,CA,Camsell Portage,750
Bird River (Lac Du Bonnet) Airport,50.39670181274414,-95.73500061035156,CA,Bird River,950
Charlot River Airport,59.60169982910156,-109.13700103759766,CA,Charlot River,700
Lampman Airport,49.36669921875,-102.76699829101562,CA,Lampman,1950
Carlyle Airport,49.64440155029297,-102.28700256347656,CA,Carlyle,2074
Maple Creek Airport,49.89580154418945,-109.4749984741211,CA,Maple Creek,2517
Arnes Airport,50.83610153198242,-96.95719909667969,CA,Arnes,725
Tanquary Fiord Airport,81.40940093990001,-76.8816986084,CA,Tanquary Fiord,50
Big Sand Lake Airport,57.61940002441406,-99.87529754638672,CA,Big Sand Lake,1050
Luseland Airport,52.06999969482422,-109.3740005493164,CA,Luseland,2300
The Pas / Grace Lake Airport,53.8264007568,-101.205001831,CA,The Pas,873
Eston Airport,51.14419937133789,-108.76300048828125,CA,Eston,2225
Gladstone Airport,50.16360092163086,-98.94249725341797,CA,Gladstone,900
Canora Airport,51.62889862060547,-102.44999694824219,CA,Canora,1603
Mccreary Airport,50.76470184326172,-99.49669647216797,CA,Mccreary,1000
Naicam Airport,52.411399841308594,-104.48400115966797,CA,Naicam,1780
Malcolm Island Airport,56.94940185546875,-102.23899841308594,CA,Malcolm Island,1120
Cluff Lake Airport,58.3911018372,-109.51599884,CA,Cluff Lake,1112
Moose Jaw Municipal Airport,50.434200286865234,-105.38700103759766,CA,Moose Jaw,1896
Killarney Municipal Airport,49.15169906616211,-99.69029998779297,CA,Killarney,1680
Carman (South) Airport,49.48030090332031,-98.01499938964844,CA,Carman,870
Matheson Island Airport,51.732200622558594,-96.93440246582031,CA,Matheson Island,725
Knee Lake Airport,54.91529846191406,-94.79810333251953,CA,Knee Lake,625
Cumberland House Airport,53.95610046386719,-102.2979965209961,CA,Cumberland House,877
Melita Airport,49.26169967651367,-101.01399993896484,CA,Melita,1475
Homewood Airport,49.50920104980469,-97.85060119628906,CA,Homewood,815
Leoville Airport,53.620601654052734,-107.60900115966797,CA,Leoville,1960
Macdonald Airport,50.09640121459961,-98.50080108642578,CA,Macdonald,840
Humboldt Airport,52.17610168457031,-105.12699890136719,CA,Humboldt,1865
Minnedosa Airport,50.27190017700195,-99.76309967041016,CA,Minnedosa,1840
Arborg Airport,50.91279983520508,-97.30439758300781,CA,Arborg,765
Edam Airport,53.185001373291016,-108.78900146484375,CA,Edam,1790
Neilburg Airport,52.83140182495117,-109.63999938964844,CA,Neilburg,2222
Otter Lake Airport,55.5811004639,-104.785003662,CA,Otter Lake,1300
Neepawa Airport,50.2327995300293,-99.5105972290039,CA,Neepawa,1277
Summer Beaver Airport,52.70859909057617,-88.54190063476562,CA,Summer Beaver,832
Grand Rapids Airport,53.17250061035156,-99.3230972290039,CA,Grand Rapids,860
Melville Municipal Airport,50.94139862060547,-102.73799896240234,CA,Melville,1800
Oxbow Airport,49.233299255371094,-102.1500015258789,CA,Oxbow,1850
Loon Lake Airport,54.0182991027832,-109.13500213623047,CA,Loon Lake,1790
Pelican Narrows Airport,55.28689956665039,-102.75,CA,Pelican Narrows,1242
Russell Airport,50.76580047607422,-101.29499816894531,CA,Russell,1825
Cigar Lake Airport,58.0531005859375,-104.48400115966797,CA,Cigar Lake,1562
Crooked Creek Airport,61.8679008484,-158.134994507,US,Crooked Creek,178
Rosetown Airport,51.56439971923828,-107.91799926757812,CA,Rosetown,1920
Souris Glenwood Industrial Air Park,49.63330078125,-100.19999694824219,CA,Souris Glenwood,1480
Tisdale Airport,52.836700439453125,-104.06700134277344,CA,Tisdale,1525
Sandy Bay Airport,55.54560089111328,-102.27200317382812,CA,Sandy Bay,1001
Strathclair Airport,50.39609909057617,-100.42500305175781,CA,Strathclair,1875
Portage La Prairie (North) Airport,49.99250030517578,-98.3031005859375,CA,Portage La Prairie,860
Melfort Airport,52.86669921875,-104.69999694824219,CA,Melfort,1495
Shellbrook Airport,53.22829818725586,-106.36299896240234,CA,Shellbrook,1640
Zhoda Airport,49.280799865722656,-96.5010986328125,CA,Zhoda,950
St. François Xavier Airport,49.924400329589844,-97.54889678955078,CA,St. François Xavier,798
Southend Airport,56.33720016479492,-103.29299926757812,CA,Southend,1120
Patuanak Airport,55.900001525878906,-107.72100067138672,CA,Patuanak,1426
Wapekeka Airport,53.84920120239258,-89.57939910888672,CA,Angling Lake,712
Roblin Airport,51.23440170288086,-101.39299774169922,CA,Roblin,1821
Silver Falls Airport,50.5,-96.09809875488281,CA,Silver Falls,775
Lanigan Airport,51.845298767089844,-104.99199676513672,CA,Lanigan,1750
Rockglen Airport,49.16669845581055,-105.93299865722656,CA,Rockglen,2700
Somerset Airport,49.400299072265625,-98.69249725341797,CA,Somerset,1563
Pangman Airport,49.646400451660156,-104.66600036621094,CA,Pangman,2300
Porcupine Plain Airport,52.61970138549805,-103.24800109863281,CA,Porcupine Plain,1635
Kipling Airport,50.09920120239258,-102.60700225830078,CA,Kipling,2157
Roland (Graham Field) Airport,49.40829849243164,-97.9906005859375,CA,Roland,865
Kirkfield / Balsam Lake Airfield,44.539987654899996,-78.88926029210002,CA,,864
Slate Falls Airport,51.130001068115234,-91.66560363769531,CA,Slate Falls,1355
Quill Lake Airport,52.06669998168945,-104.26699829101562,CA,Quill Lake,1750
Unity Airport,52.44580078125,-109.18499755859375,CA,Unity,2090
Radville Airport,49.460601806640625,-104.27200317382812,CA,Radville,2067
Goodsoil Airport,54.41669845581055,-109.23300170898438,CA,Goodsoil,1750
Macgregor Airport,49.96670150756836,-98.75,CA,Macgregor,950
De Lesseps Lake Airport,50.717498779296875,-90.68360137939453,CA,De Lesseps Lake,1312
Riverton Airport,50.97169876098633,-97.01110076904297,CA,Riverton,725
Manitou Airport,49.25,-98.5333023071289,CA,Manitou,1592
Kakabeka Falls Airport,48.41830062866211,-89.60189819335938,CA,Kakabeka Falls,1000
Rocanville Airport,50.464698791503906,-101.55400085449219,CA,Rocanville,1585
Debden Airport,53.531898498535156,-106.88400268554688,CA,Debden,1700
Spiritwood Airport,53.36330032348633,-107.5479965209961,CA,Spiritwood,1915
Lumsden (Colhoun) Airport,50.66749954223633,-104.78900146484375,CA,Lumsden,1900
Rosenort Airport,49.45309829711914,-97.42250061035156,CA,Rosenort,779
Hanley Airport,51.62419891357422,-106.44200134277344,CA,Hanley,1925
Starbuck Airport,49.71670150756836,-97.68329620361328,CA,Starbuck,785
Molson Lake Airport,54.25809860229492,-97.01110076904297,CA,Molson Lake,750
Lemberg Airport,50.708900451660156,-103.1969985961914,CA,Lemberg,2050
St. Brieux Airport,52.650001525878906,-104.86699676513672,CA,St. Brieux,1780
Scobey Border Station Airport,48.99946594238281,-105.39933776855469,CA,Coronach,2501
Estevan (South) Airport,49.03889846801758,-102.97599792480469,CA,Estevan,1900
Steinbach (South) Airport,49.493900299072266,-96.69889831542969,CA,Steinbach,888
Selkirk Airport,50.17219924926758,-96.87220001220703,CA,Selkirk,747
Wunnumin Lake Airport,52.89390182495117,-89.28919982910156,CA,Wunnumin Lake,819
Shoal Lake Airport,50.45750045776367,-100.60900115966797,CA,Shoal Lake,1836
Little Bear Lake Airport,54.291900634765625,-104.6709976196289,CA,Little Bear Lake,2100
Regina Beach Airport,50.75279998779297,-104.97899627685547,CA,Regina Beach,1850
Sioux Narrows Airport,49.38999938964844,-93.99530029296875,CA,Sioux Narrows,1100
Jan Lake Airport,54.8307991027832,-102.78900146484375,CA,Jan Lake,1135
Easterville Airport,53.11669921875,-99.80000305175781,CA,Easterville,850
Opapimiskan Lake Airport,52.6067008972,-90.3768997192,CA,Opapimiskan Lake,1023
Fillmore Airport,49.868900299072266,-103.44499969482422,CA,Fillmore,2000
Nekweaga Bay Airport,57.74250030517578,-103.94499969482422,CA,Nekweaga Bay,1320
Spring Valley (North) Airport,50.060001373291016,-105.4020004272461,CA,Spring Valley,2200
Squaw Rapids Airport,53.6786003112793,-103.3499984741211,CA,Squaw Rapids,1040
North Spirit Lake Airport,52.4900016784668,-92.97109985351562,CA,North Spirit Lake,1082
Lucky Lake Airport,50.99420166015625,-107.13099670410156,CA,Lucky Lake,2084
Erickson Municipal Airport,50.4994010925293,-99.89779663085938,CA,Erickson,2114
Vermilion Bay Airport,49.87969970703125,-93.4364013671875,CA,Vermilion Bay,1284
McArthur River Airport,57.76750183105469,-105.02400207519531,CA,Mcarthur River,1718
Pine Dock Airport,51.619998931884766,-96.81079864501953,CA,Pine Dock,750
Crane Island Airstrip,48.5978,-122.9979,US,Crane Island,108
Ste. Rose Du Lac Airport,51.04079818725586,-99.49530029296875,CA,Ste. Rose Du Lac,900
Lundar Airport,50.70330047607422,-98.05670166015625,CA,Lundar,830
Virden (Gabrielle Farm) Airport,49.784698486328125,-100.95600128173828,CA,Virden,1440
Outlook Airport,51.48249816894531,-107.03700256347656,CA,Outlook,1771
Cudworth Airport,52.48809814453125,-105.76399993896484,CA,Cudworth,1875
Bryant Airport,49.40999984741211,-103.14399719238281,CA,Estevan,1970
Wadena Airport,51.92944807589999,-103.833761215,CA,Wadena,1740
Cree Lake (Crystal Lodge) Airport,57.46419906616211,-106.74800109863281,CA,Cree Lake,1615
Shepherd's Landing Airport,44.11750030517578,-81.69830322265625,CA,Kincardine,675
Hartney Airport,49.45000076293945,-100.55000305175781,CA,Hartney,1450
Wakaw Airport,52.6490522523,-105.763063431,CA,Wakaw,1660
Cordova Municipal Airport,60.5438995361,-145.727005005,US,Cordova,12
Treherne Airport,49.631099700927734,-98.66639709472656,CA,Treherne,1200
Cut Knife Airport,52.733299255371094,-109.01699829101562,CA,Cut Knife,2100
Imperial Airport,51.349998474121094,-105.4000015258789,CA,Imperial,1665
Grenfell Airport,50.4192008972168,-102.93499755859375,CA,Grenfell,1964
Watrous Airport,51.68713736,-105.362319946,CA,Watrous,1700
Kelvington Airport,52.13330078125,-103.53500366210938,CA,Kelvington,1860
North of Sixty Airport,60.31639862060547,-103.12899780273438,CA,Obre Lake,1195
Churchbridge Airport,51.016700744628906,-101.81700134277344,CA,Churchbridge,1745
Wawota Airport,49.8944823433,-102.03045845,CA,Wawota,2168
Davin Lake Airport,56.88330078125,-103.58300018310547,CA,Davin Lake,1200
Chicken Airport,64.0712966919,-141.95199585,US,Chicken,1640
Warren / Woodlands Airport,50.159400939899996,-97.5911026001,CA,Warren,817
Fisher Branch Airport,51.08330154418945,-97.4832992553711,CA,Fisher Branch,825
Dinsmore Airport,51.33060073852539,-107.43800354003906,CA,Dinsmore,1900
Big River Airport,53.83610153198242,-107.00900268554688,CA,Big River,1592
Whitewood Airport,50.3347783814,-102.274475098,CA,Whitewood,2000
Arkayla Springs Airport,51.2047004699707,-114.77400207519531,CA,Cochrane,4000
Willow Bunch Airport,49.400001525878906,-105.66699981689453,CA,Willow Bunch,2427
Elk Island Airport,54.6713981628418,-94.14530181884766,CA,Elk Island,625
Louise Municipal Airport,49.14720153808594,-98.88079833984375,CA,Crystal City-Pilot Mound,1525
Winkler Airport,49.166900634765625,-97.92030334472656,CA,Winkler,850
Cinco de Enero Airport,-52595,-70.3521,CL,Santa Maria,84
Oazy Harbour Airport,-52.5427,-70535,CL,,161
Onaisin Airport,-53.3812,-69293,CL,Onaisin,39
Arco Iris Airport,-53.8924,-68.8,CL,Rio Grande,342
Oficina Victoria Airport,-20.734699249267578,-69.62570190429688,CL,Oficina Victoria,3280
Eagle Field,36.899898529052734,-120.66799926757812,US,Dos Palos,153
Sky Way Estates Airport,38.410701751708984,-121.23500061035156,US,Elk Grove,92
Ferdun Ranch Airport,38.13460159301758,-121.22000122070312,US,Lodi,64
Brian Ranch Airport,34.51530075073242,-117.76200103759766,US,Palmdale,3230
Danby Airstrip,34.55500030517578,-115.35600280761719,US,Danby,1400
Jones/Ag-Viation Airport,39.459598541259766,-121.69599914550781,US,Biggs,109
Kindsvater Ranch Airport,36.84989929199219,-119.51000213623047,US,Clovis,529
7R Ranch Airport,34.93550109863281,-119.4520034790039,US,Cuyama,3176
Camino Airstrip,34.834999084472656,-114.95700073242188,US,Goffs,2079
Pauma Valley Air Park,33.31060028076172,-116.99800109863281,US,Pauma Valley,756
Warner Springs Gliderport Airport,33.28450012207031,-116.67500305175781,US,Warner Springs,2885
Allan Ranch Flight Park Ultralightport,38.569400787353516,-122.80400085449219,US,Windsor,160
Quail Lake Sky Park Airport,34.767799377441406,-118.73200225830078,US,Gorman/Lancaster,3370
Ranchaero Airport,39.719600677500004,-121.871002197,US,Chico,173
Skyotee Ranch Airport,34.83190155029297,-118.4010009765625,US,Rosamond,2600
Bonny Doon Village Airport,37.070499420166016,-122.12699890136719,US,Santa Cruz,2020
Ahlem Farms Airport,37.388301849365234,-120.927001953125,US,Hilmar,73
Wesinger Ranch Airport,41.44710159301758,-120.58399963378906,US,Alturas,4300
Butte Creek Hog Ranch Airport,39.68880081176758,-121.78399658203125,US,Chico,200
L'Assomption Airport,45.82310104370117,-73.46060180664062,CA,L'Assomption,52
Holland Landing Airpark,44.08940124511719,-79.49500274658203,CA,Holland Landing,855
Lethbridge / Anderson Field,49.6569444445,-112.772777778,CA,Lethbridge,3020
Lancaster Airpark,45.200401306152344,-74.36100006103516,CA,Bainsville,145
Plattsville (Lubitz Flying Field),43.3058333,-80.5486111,CA,,980
London / Chapeskie Field,43.0682983398,-81.1256027222,CA,London,930
Lower East Pubnico (La Field) Airport,43.62220001220703,-65.76190185546875,CA,Lower East Pubnico,107
Clear Sky Lodge Airport,64.25700378417969,-149.18600463867188,US,Clear,650
Liege / CNRL Airport,57.0018997192,-113.194000244,CA,Liege,1728
Fort McMurray / Legend Airfield,57.19694444,-112.895556,CA,,2061
Lethbridge / J3 Airfield,49.741621471100004,-112.738330364,CA,,2910
Lucknow Airpark,43.96780014038086,-81.49330139160156,CA,Lucknow,960
Leamington Airport,42.025001525878906,-82.5250015258789,CA,Leamington,576
Beaverlodge / Clanachan Field,55.2344927355,-119.841592312,CA,,2694
Fort McMurray / South Liege Airfield,56.8323528324,-113.098840714,CA,,1707
Stayner (Clearview Field),44.404637674,-80.1479780674,CA,,870
Lewvan (Farr Strip) Airport,49.98500061035156,-104.11499786376953,CA,Lewvan,1904
Laurel / Whittington,43.9791679382,-80.1772232056,CA,,1550
Mattawa Airport,46.29970169067383,-78.747802734375,CA,Mattawa,600
Meadowbank Airport,65.0246615457,-96.06865882870001,CA,Agnico-Eagle Meadowbank Gold Mine,475
Maxville (Bourdon Farm) Airport,45253,-74807,CA,,359
Edmonton / Calmar (Maplelane Farm),53.184654606799995,-113.738236427,CA,,2520
Lethbridge (Mercer Field),49.5548112877,-112.561540604,CA,,3085
Quamichan Lake (Raven Field) Airport,48.8119010925293,-123.6510009765625,CA,Quamichan Lake,130
Minto,62.604722222199996,-137.221944444,CA,,2969
Manic-5,50.6577319114,-68.8310194016,CA,,1332
Edmonton/Morinville (Mike's Field),53.836944444400004,-113.563333333,CA,,2302
Matawatchan,45.1643383253,-77.0955276489,CA,,990
Caia Airport,-17.8331,35.3341,MZ,Caia,156
Arthur (Metz Field),43.8105555556,-80.4358333333,CA,Arthur,1525
Nanjing Air Base,31.998300552368164,118.81199645996094,CN,Nanjing,0
Laohutun Air Base,39.66999816894531,121.76599884033203,CN,,0
Pulandian Air Base,39.45090103149414,122.01799774169922,CN,,0
Tangshan Sannühe Airport,39.7178001404,118.002624512,CN,Tangshan,50
Beijing Shahezhen Air Base,40.149166107177734,116.3213882446289,CN,Beijing,0
Beijing Tongxian Air Base,39.81111145019531,116.70833587646484,CN,Beijing,0
Wang Kang Airfield,45666,126.5275,CN,Harbin,0
Shuang Yu Shu Airfield,45.66,126.7,CN,Harbin,0
Hedong Airport,38.322758333,106.393213889,CN,Yinchuan,0
[Duplicate] Gu-Lian Airport,52.912777777799995,122.43,CN,Mohe,1836
Yuanmou Air Base,25.737499237061,101.88200378418,CN,Yuanmou,3810
Fengning Air Base,41.260799407958984,116.61799621582031,CN,,0
Hohhot Air Base,40.73720169067383,111.22899627685547,CN,,0
Huairen Air Base,39.717498779299994,113.142997742,CN,Datong,3260
Liangxiangzhen Air Base,39.7578010559082,116.1259994506836,CN,Beijing,0
Tangguantun Air Base,38.78110122680664,117.06800079345703,CN,,0
Wenshui Air Base,37.407798767089844,111.96600341796875,CN,,0
Yangcun Air Base,39.37329864501953,117.09500122070312,CN,,0
Yongning Air Base,40.50310134887695,116.10800170898438,CN,Yongning,0
Badaling or YanQing Airport,40.3786111111,115.9375,CN,Yanqing,1750
Zhangjiakou Ningyuan Airport,40.7386016846,114.930000305,CN,Zhangjiakou,2347
Zunhua Air Base,40.102500915527344,117.88700103759766,CN,,0
Chengdu Air Base,30.705299377441406,103.94999694824219,CN,,0
Baoshan Yunduan Airport,25.053300857500002,99.168296814,CN,,0
Fiery Cross Reef Airfield,9.552789,112.889554,CN,,0
Chongqing Air Base,29.49530029296875,106.35900115966797,CN,Chongqing,0
Dangxiong Air Base,30.485000610351562,91.06580352783203,CN,,0
Dazu Air Base,29.636227,105.773621,CN,Dazu,1220
Zhanyi Airport,25.592199325561523,103.8290023803711,CN,,0
Shantou Waisha Airport,23.426900863647,116.7620010376,CN,Shantou,29
Yongji Airport,34.8723,110361,CN,Yongji,1236
Lijiang Airport,23.5847,102.010003,CN,Yuanjiang,0
Lintsang Airfield,23.738100051900002,100.025001526,CN,Lincang,6230
Luliang Air Base,24.988300323486328,103.64199829101562,CN,,0
Mengzi Air Base,23.395299911499023,103.33399963378906,CN,,0
Qionglai Air Base,30.489999771118164,103.46499633789062,CN,,0
Shigatse Air Base,29.351900100699996,89.3114013672,CN,,0
Wenshan Air Base,23.715599060058594,103.8270034790039,CN,,0
Xiangyun Midu Air Base,25.44529914855957,100.73500061035156,CN,,0
Bao'anying Airport,26.54,101.79852,CN,Panzhihua,1620
Baihe Ning Ming Air Base,22.1205997467041,107125,CN,,0
Changsha Datuopu Airport/AFB,28.0688991547,112.958000183,CN,Changsha,170
Dangyang Air Base,30.798599243164062,111.80999755859375,CN,,0
Foluo Northeast Air Base,18.69219970703125,109.16100311279297,CN,,0
Guangzhou East Airfield,23.16469955444336,113.36900329589844,CN,,0
Foshan Shadi Airport,23.083299636799996,113.069999695,CN,Foshan,6
Guiping Mengshu Air Base,23.330799102783203,110.00900268554688,CN,,0
Haikou City Airfield,20.01889991760254,110.34700012207031,CN,,0
Huizhou Airport,23.0499992371,114.599998474,CN,Huizhou,50
Jialaishi Air Base,19.697200775146484,109.72599792480469,CN,,0
Leiyang Air Base,26.587200164794922,112.89199829101562,CN,,0
Lingshui Air Base,18.494400024414062,109.98799896240234,CN,,0
Meixian Air Base,24.264999389648438,116.0999984741211,CN,,0
Shaoguan Guitou Airport,24.9785995483,113.42099762,CN,Shaoguan,280
Suixi Air Base,21.39579963684082,110.19999694824219,CN,,0
Jinggangshan Airport,26.856899261499997,114.736999512,CN,Ji'an,281
Baise Youjiang Airport,23.7206001282,106.959999084,CN,Baise,490
Xiaogan Air Base,30.95439910888672,113.91100311279297,CN,,0
Baitabu Air Base,34.5713996887207,118875,CN,,0
Cangxian Air Base,38.40250015258789,116.92900085449219,CN,,0
Dongying Shengli Airport,37.5085983276,118.788002014,CN,Dongying,15
Jiaozhou/Jiaocheng Air Base,36.33060073852539,120.02400207519531,CN,,0
Jinan Air Base,36.67919921875,116.9209976196289,CN,,0
Jiugucheng Air Base,37.4900016784668,116.11799621582031,CN,,0
Kaifeng Air Base,34.75389862060547,114.33899688720703,CN,Kaifeng,0
Laiyang Air Base,36.963600158691406,120.59100341796875,CN,,0
Luyang Air Base,33.68470001220703,112.89099884033203,CN,,0
Qingdao-Cangkou Air Base,36.15919876098633,120.39199829101562,CN,,0
Wendeng Air Base,37.26470184326172,122.02300262451172,CN,,0
Xingcheng Air Base,40.580299377399996,120.697998047,CN,,30
Xuzhou Daguozhang Air Base,34.05889892578125,117.55799865722656,CN,,0
Xuzhou Jiulishan Air Base,34.23059844970703,117.24600219726562,CN,,0
Yidu Air Base,36.591400146484375,118.5270004272461,CN,,0
Zhucheng Air Base,36.02750015258789,119.43900299072266,CN,,0
Altay Air Base,47.7498855591,88.08580780030002,CN,Altay,2460
Baoji Air Base,34.531700134277344,107.47200012207031,CN,,0
Gonghe Air Base,36.336700439453125,100.4800033569336,CN,,0
Lanzhou Air Base,35.91780090332031,104.21800231933594,CN,Lanzhou,0
Ljtao Air Base,35.30830001831055,103.83599853515625,CN,,0
Qingshui Air Base,39.5546989440918,98.88420104980469,CN,,0
Shihezi Airfield,44.332801818847656,86.11669921875,CN,,0
Tianshui Maijishan Airport,34.5593986511,105.86000061,CN,Tianshui,3590
Urumqi South Air Base,43.46580123901367,87.5322036743164,CN,,0
Uxxaktal Air Base,42.181400299072266,87.18810272216797,CN,,0
Wugong Air Base,34.274200439453125,108.26599884033203,CN,,0
Wulumuqi Air Base,43.9502983093,87.0785980225,CN,,2425
